Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,Abilene Christian,31,13,18,0.419,-13.78,-7.38,8,10,10,5,2,12,2209,2272,,1250,792,1662,0.477,168,486,0.346,520,735,0.707,266,1031,376,160,98,448,596
2,Air Force,32,14,18,0.438,-5.5,0.67,5,13,12,5,2,13,2189,2330,,1300,784,1823,0.43,290,843,0.344,472,667,0.708,326,1187,470,211,133,436,664
3,Akron,34,26,8,0.765,5.89,-1.39,13,5,15,0,6,7,2619,2309,,1360,839,2036,0.412,200,677,0.295,431,644,0.669,383,1258,384,202,78,396,614
4,Alabama A&amp;M,29,11,18,0.379,-13.24,-10.52,6,12,6,5,4,12,1974,2042,,1175,726,1599,0.454,168,520,0.323,422,637,0.662,307,1025,351,171,84,316,590
5,Alabama-Birmingham,32,26,6,0.813,3.86,-3.5,16,2,16,0,10,3,2527,2226,,1300,803,1948,0.412,220,682,0.323,400,577,0.693,377,1104,404,198,102,405,578
6,Alabama State,31,14,17,0.452,-12.81,-9.05,9,9,8,3,5,12,2217,2308,,1260,808,1744,0.463,193,569,0.339,499,768,0.65,324,1170,404,187,106,400,548
7,Alabama,32,18,14,0.563,7.84,8.81,8,10,10,4,5,7,2139,2170,,1290,740,1818,0.407,206,628,0.328,484,723,0.669,416,1214,358,183,91,388,629
8,Albany (NY),32,24,8,0.75,1.18,-7.72,13,3,14,1,10,7,2405,2086,,1290,770,1830,0.421,218,723,0.302,328,491,0.668,306,989,386,169,126,422,684
9,Alcorn State,30,15,15,0.5,-15.78,-9.7,13,5,9,2,6,9,2014,2164,,1225,748,1673,0.447,215,592,0.363,453,646,0.701,324,1038,384,205,95,357,583
10,American,31,12,19,0.387,-13.91,-5.82,9,9,5,7,7,12,1785,2036,,1250,735,1568,0.469,147,473,0.311,419,628,0.667,284,992,362,225,75,370,530
11,Appalachian State,31,9,22,0.29,-7.74,-0.94,7,13,6,7,2,12,2187,2398,,1240,856,1852,0.462,183,474,0.386,503,738,0.682,357,1157,373,197,116,349,673
12,Arizona State,32,15,17,0.469,8.66,9.35,5,13,11,6,3,9,2345,2367,,1290,830,1812,0.458,224,633,0.354,483,690,0.7,302,1159,483,186,150,411,670
13,Arizona,33,25,8,0.758,19.48,7.27,12,6,17,1,5,5,2680,2277,,1350,829,2008,0.413,201,626,0.321,418,587,0.712,313,1025,403,178,112,382,722
14,Arkansas-Little Rock,33,29,4,0.879,7.02,-2.91,17,3,14,0,12,4,2341,1968,,1325,664,1710,0.388,206,672,0.307,434,633,0.686,339,1107,345,132,89,462,576
15,Arkansas-Pine Bluff,33,8,25,0.242,-18.96,-5.18,6,12,3,6,4,17,1867,2322,,1325,747,1701,0.439,180,557,0.323,648,913,0.71,408,1248,441,271,99,438,524
16,Arkansas State,31,11,20,0.355,-7.29,-2.19,7,13,9,6,2,14,2282,2353,,1260,791,1983,0.399,259,737,0.351,512,757,0.676,401,1257,399,195,94,355,675
17,Arkansas,32,16,16,0.5,10.66,7.2,9,9,13,4,3,8,2501,2390,,1305,803,1844,0.435,231,644,0.359,553,790,0.7,349,1187,447,165,140,454,658
18,Army,32,19,13,0.594,-6.72,-8.01,9,9,7,8,11,5,2474,2395,,1310,888,2000,0.444,191,551,0.347,428,641,0.668,336,1190,399,228,106,392,632
19,Auburn,31,11,20,0.355,0.55,7.94,5,13,8,7,2,11,2192,2421,,1245,832,1877,0.443,232,667,0.348,525,752,0.698,376,1270,439,187,122,400,656
20,Austin Peay,35,18,17,0.514,-5.91,-3.55,7,9,7,7,7,9,2661,2660,,1420,956,2089,0.458,296,824,0.359,450,640,0.703,365,1195,501,244,99,468,738
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
21,Ball State,32,19,13,0.594,0.28,-2.92,10,8,12,6,5,7,2251,2116,,1295,719,1774,0.405,216,633,0.341,462,657,0.703,308,1088,362,200,64,362,587
22,Baylor,33,22,11,0.667,17.05,10.37,10,8,15,5,6,5,2546,2287,,1335,797,1794,0.444,228,622,0.367,463,664,0.697,306,975,584,220,130,451,649
23,Belmont,31,20,11,0.645,1.26,-2.44,12,4,11,1,8,9,2554,2417,,1245,843,1921,0.439,231,668,0.346,500,698,0.716,360,1105,402,225,97,379,647
24,Bethune-Cookman,32,14,18,0.438,-14.03,-8.86,10,6,9,2,5,13,2258,2330,,1295,830,1923,0.432,228,672,0.339,442,647,0.683,428,1258,478,173,86,389,582
25,Binghamton,30,8,22,0.267,-13.9,-6.17,5,11,5,9,3,13,1827,2059,,1205,728,1675,0.435,204,606,0.337,399,576,0.693,298,1108,397,211,84,372,553
26,Boise State,32,20,12,0.625,7.24,3.14,11,7,14,2,5,7,2480,2246,,1290,785,1765,0.445,234,669,0.35,442,631,0.7,264,1054,388,169,105,472,675
27,Boston College,32,7,25,0.219,-1.46,7.82,0,18,6,11,0,10,1959,2256,,1285,796,1732,0.46,224,587,0.382,440,641,0.686,302,1174,467,234,110,415,504
28,Boston University,32,18,14,0.563,-6.67,-6.47,11,7,9,6,9,8,2342,2315,,1295,819,1898,0.432,227,692,0.328,450,652,0.69,331,1117,443,201,77,371,590
29,Bowling Green State,34,16,18,0.471,-5.71,-1.68,5,13,7,8,7,8,2400,2457,,1360,853,1978,0.431,278,745,0.373,473,685,0.691,350,1208,379,207,103,403,684
30,Bradley,32,5,27,0.156,-10.92,3.69,3,15,4,11,1,12,1793,2238,,1290,737,1675,0.44,188,544,0.346,576,866,0.665,288,1121,397,247,99,374,647
31,Brigham Young,33,23,10,0.697,12.08,1.61,13,5,14,2,6,6,2758,2382,,1325,831,2013,0.413,251,757,0.332,469,648,0.724,314,1188,444,179,113,430,654
32,Brown,28,8,20,0.286,-8.06,-2.84,3,11,7,6,1,13,2040,2155,,1140,757,1726,0.439,218,613,0.356,423,617,0.686,338,1092,401,217,97,324,551
33,Bryant,31,8,23,0.258,-18.29,-6.42,5,13,4,10,4,13,2018,2361,,1250,841,1880,0.447,251,759,0.331,428,589,0.727,378,1217,480,215,114,346,501
34,Bucknell,30,17,13,0.567,-1.72,-6,14,4,8,7,9,6,2368,2198,,1225,746,1757,0.425,218,627,0.348,488,731,0.668,314,1026,428,211,127,395,643
35,Buffalo,34,20,14,0.588,1.29,0.62,10,8,10,5,5,9,2637,2555,,1370,882,2044,0.432,251,740,0.339,540,756,0.714,368,1229,449,192,111,450,702
36,Butler,31,21,10,0.677,16.23,6.81,10,8,13,3,5,5,2498,2206,,1245,764,1773,0.431,222,655,0.339,456,642,0.71,299,1022,389,141,139,409,641
37,Cal Poly,30,10,20,0.333,-3.19,1.2,4,12,5,7,3,12,2171,2255,,1220,792,1720,0.46,213,547,0.389,458,658,0.696,287,1102,455,152,99,326,566
38,Cal State Bakersfield,32,24,8,0.75,2.69,-5.79,11,3,14,1,7,7,2337,2022,,1290,668,1708,0.391,187,585,0.32,499,722,0.691,339,1097,324,170,101,489,642
39,Cal State Fullerton,30,10,20,0.333,-6.89,-0.54,3,13,5,8,5,9,2104,2227,,1205,752,1753,0.429,238,677,0.352,485,664,0.73,307,1096,436,162,118,341,611
40,Cal State Northridge,30,10,20,0.333,-6.58,-0.58,5,11,5,7,4,12,2143,2261,,1225,799,1815,0.44,232,600,0.387,431,630,0.684,348,1150,462,196,113,415,628
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
41,UC-Davis,30,11,19,0.367,-5.32,-1,6,10,8,7,3,11,1914,1980,,1225,707,1710,0.413,196,632,0.31,370,517,0.716,296,1057,409,223,103,408,566
42,UC-Irvine,34,25,9,0.735,5.68,1.09,13,3,11,2,10,4,2417,2240,,1370,758,1959,0.387,241,708,0.34,483,659,0.733,364,1171,480,180,77,393,657
43,UC-Riverside,33,14,19,0.424,-5.44,-2.86,5,11,7,9,7,9,2299,2300,,1320,796,1861,0.428,198,583,0.34,510,713,0.715,321,1135,428,208,115,392,608
44,UC-Santa Barbara,31,18,13,0.581,4.46,1.69,11,5,6,5,10,6,2216,2092,,1245,693,1730,0.401,217,722,0.301,489,709,0.69,324,1103,389,156,88,388,512
45,University of California,33,23,10,0.697,16.35,8.26,12,6,18,0,4,7,2479,2212,,1335,762,1937,0.393,180,513,0.351,508,720,0.706,325,1097,361,169,97,318,668
46,Campbell,30,12,18,0.4,-10.73,-6.33,5,13,7,9,5,8,2207,2203,,1205,783,1708,0.458,198,538,0.368,439,649,0.676,314,1109,357,180,76,404,596
47,Canisius,33,14,19,0.424,-5.23,-3.38,8,12,7,7,4,11,2526,2587,,1355,892,1872,0.476,273,718,0.38,530,730,0.726,353,1228,526,175,114,455,663
48,Central Arkansas,28,7,21,0.25,-14.97,-6.61,6,12,4,6,2,14,2110,2344,,1120,811,1729,0.469,239,618,0.387,483,669,0.722,303,1028,443,196,114,324,553
49,Central Connecticut State,29,4,25,0.138,-22.06,-8.96,3,15,3,11,1,14,1888,2268,,1175,843,1775,0.475,208,580,0.359,374,542,0.69,309,1096,444,204,114,299,495
50,Central Florida,30,12,18,0.4,0.37,3.21,6,12,8,8,4,9,2062,2147,,1210,799,1925,0.415,217,671,0.323,332,482,0.689,367,1089,440,224,92,277,552
51,Central Michigan,32,17,15,0.531,-0.19,-0.95,10,8,13,3,4,8,2422,2325,,1285,833,1877,0.444,220,641,0.343,439,632,0.695,359,1193,406,136,81,345,599
52,Charleston Southern,30,9,21,0.3,-10.58,-2.24,5,13,6,8,3,12,2146,2253,,1210,783,1708,0.458,242,658,0.368,445,624,0.713,267,1101,410,173,118,376,513
53,Charlotte,33,14,19,0.424,-3.03,-1.6,9,9,8,7,5,8,2584,2631,,1340,961,1994,0.482,264,672,0.393,445,617,0.721,314,1200,438,189,117,441,595
54,Chattanooga,34,29,5,0.853,3.92,-3.77,15,3,13,1,10,4,2578,2265,,1370,829,1910,0.434,225,694,0.324,382,566,0.675,337,1103,419,216,127,482,676
55,Chicago State,32,4,28,0.125,-17.35,-1.21,0,14,4,9,0,15,2140,2478,,1280,826,1821,0.454,291,763,0.381,535,787,0.68,366,1287,552,215,133,469,560
56,Cincinnati,32,22,10,0.688,15.58,5.27,12,6,14,3,6,6,2342,2012,,1315,722,1849,0.39,231,648,0.356,337,498,0.677,365,1107,367,165,105,440,557
57,Citadel,32,10,22,0.313,-15.6,-4.39,3,15,6,8,3,13,2753,2962,,1285,1052,2050,0.513,226,642,0.352,632,900,0.702,413,1440,551,218,130,536,645
58,Clemson,31,17,14,0.548,12.22,7.06,10,8,13,4,3,8,2159,1999,,1250,723,1725,0.419,205,587,0.349,348,492,0.707,327,1062,375,157,88,357,560
59,Cleveland State,32,9,23,0.281,-9.12,0.15,4,14,5,9,3,10,1947,2169,,1285,738,1662,0.444,200,587,0.341,493,751,0.656,336,1121,436,203,102,431,562
60,Coastal Carolina,29,18,11,0.621,-1.65,-4.38,12,6,11,3,7,5,2167,1953,,1165,688,1730,0.398,220,722,0.305,357,546,0.654,328,1015,342,173,80,317,536
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
61,Colgate,30,13,17,0.433,-8.4,-5.85,9,9,8,4,5,13,2093,2145,,1220,734,1599,0.459,222,595,0.373,455,664,0.685,301,1042,384,166,108,386,530
62,College of Charleston,31,17,14,0.548,2.67,0.34,8,10,10,5,6,8,2028,1921,,1250,657,1548,0.424,173,535,0.323,434,660,0.658,274,1056,312,165,103,441,571
63,Colorado State,34,18,16,0.529,2.24,1.46,8,10,12,5,3,8,2700,2626,,1400,918,2037,0.451,283,804,0.352,507,703,0.721,305,1176,470,206,103,357,774
64,Colorado,33,22,11,0.667,12.6,7.85,10,8,16,1,4,7,2509,2333,,1330,829,1980,0.419,206,579,0.356,469,693,0.677,313,1104,349,246,145,361,672
65,Columbia,31,21,10,0.677,2.36,-2.57,10,4,14,4,7,6,2362,2146,,1255,744,1687,0.441,236,660,0.358,422,608,0.694,280,1028,400,140,97,404,571
66,Connecticut,34,24,10,0.706,16.14,5.81,11,7,14,3,6,4,2496,2145,,1380,737,1930,0.382,232,709,0.327,439,667,0.658,379,1165,387,176,119,406,557
67,Coppin State,31,9,22,0.29,-15.33,-5.64,6,10,5,7,3,14,2240,2497,,1280,881,1872,0.471,222,602,0.369,513,799,0.642,399,1284,461,176,123,429,647
68,Cornell,28,10,18,0.357,-9.58,-1.06,3,11,5,8,5,10,1992,2193,,1130,765,1723,0.444,220,613,0.359,443,602,0.736,370,1198,458,156,106,407,512
69,Creighton,32,18,14,0.563,13.03,6.5,9,9,12,5,4,8,2546,2337,,1280,838,1910,0.439,222,631,0.352,439,636,0.69,310,1131,426,196,97,405,638
70,Dartmouth,28,10,18,0.357,-5.56,-3.27,4,10,8,6,2,12,1992,1989,,1130,678,1505,0.45,212,611,0.347,421,635,0.663,271,934,362,189,133,409,570
71,Davidson,32,20,12,0.625,5.96,5.03,10,8,15,1,3,9,2534,2492,,1285,915,1995,0.459,249,714,0.349,413,593,0.696,362,1250,448,178,104,367,635
72,Dayton,32,25,7,0.781,12.1,4.72,14,4,14,3,8,2,2342,2106,,1295,740,1829,0.405,234,671,0.349,392,595,0.659,284,1065,407,154,94,397,632
73,Delaware State,32,7,25,0.219,-20.56,-6.52,5,11,6,7,1,17,1980,2336,,1290,791,1821,0.434,248,769,0.322,506,740,0.684,435,1311,478,189,100,425,569
74,Delaware,30,7,23,0.233,-8.47,0.99,2,16,5,7,2,15,1986,2270,,1205,784,1800,0.436,296,850,0.348,406,574,0.707,311,1099,489,189,120,275,606
75,Denver,31,16,15,0.516,-3.13,-3.03,7,9,8,7,6,6,2021,2024,,1240,672,1480,0.454,193,521,0.37,487,642,0.759,276,945,367,177,87,440,549
76,DePaul,31,9,22,0.29,0.66,8.18,3,15,5,9,3,10,2092,2325,,1245,756,1711,0.442,246,675,0.364,567,766,0.74,317,1034,466,206,98,377,606
77,Detroit Mercy,31,16,15,0.516,-2.38,-0.76,9,9,11,4,4,10,2595,2567,,1245,862,1869,0.461,239,681,0.351,604,848,0.712,330,1107,447,195,125,414,694
78,Drake,31,7,24,0.226,-5.22,0.85,2,16,5,9,0,12,2093,2230,,1255,816,1805,0.452,219,594,0.369,379,543,0.698,297,1031,375,188,130,302,585
79,Drexel,31,6,25,0.194,-5.13,2.17,3,15,3,9,2,12,1958,2183,,1245,737,1600,0.461,189,520,0.363,520,759,0.685,285,1107,382,160,109,365,598
80,Duke,33,23,10,0.697,20.06,10.67,11,7,15,3,5,4,2688,2378,,1330,911,2046,0.445,201,593,0.339,355,519,0.684,419,1204,478,150,113,399,695
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
81,Duquesne,32,16,16,0.5,1.69,1.56,6,12,9,6,4,7,2512,2483,,1290,832,2002,0.416,306,765,0.4,513,736,0.697,357,1203,545,197,98,375,591
82,East Carolina,32,12,20,0.375,-0.16,3.44,4,14,8,8,3,10,2186,2301,,1305,854,1911,0.447,249,752,0.331,344,511,0.673,370,1161,540,204,116,402,525
83,East Tennessee State,34,23,11,0.676,-0.94,-2.35,14,4,13,2,8,8,2644,2500,,1375,851,1963,0.434,239,730,0.327,559,775,0.721,375,1222,391,209,111,450,666
84,Eastern Illinois,30,13,17,0.433,-8.19,-3.37,9,7,9,5,4,9,2145,2213,,1220,766,1722,0.445,212,634,0.334,469,666,0.704,364,1161,419,184,77,410,595
85,Eastern Kentucky,31,15,16,0.484,-3.32,-3.66,6,10,10,6,5,10,2497,2453,,1240,837,1814,0.461,251,668,0.376,528,755,0.699,367,1101,514,206,82,467,666
86,Eastern Michigan,33,18,15,0.545,0.12,1.49,9,9,14,3,4,11,2553,2460,,1330,823,1956,0.421,276,790,0.349,538,778,0.692,441,1262,482,199,108,529,725
87,Eastern Washington,32,17,15,0.531,-4.46,-6.39,10,8,10,2,5,11,2620,2460,,1280,894,1837,0.487,181,490,0.369,491,706,0.695,299,1077,459,185,99,381,627
88,Elon,32,16,16,0.5,-0.39,0.94,7,11,8,8,8,7,2429,2413,,1285,884,1980,0.446,219,606,0.361,426,638,0.668,356,1218,396,204,128,377,621
89,Evansville,34,25,9,0.735,8.05,-0.44,12,6,13,3,8,4,2526,2221,,1370,794,1962,0.405,206,635,0.324,427,580,0.736,314,1101,406,194,120,436,718
90,Fairfield,32,19,13,0.594,-2.94,-2.69,12,8,11,4,7,7,2460,2468,,1305,876,2014,0.435,242,726,0.333,474,689,0.688,430,1296,440,191,85,444,617
91,Fairleigh Dickinson,32,18,14,0.563,-9.99,-8.32,11,7,9,6,9,8,2493,2504,,1295,834,1844,0.452,239,675,0.354,597,854,0.699,408,1233,460,203,114,492,620
92,Florida A&amp;M,29,8,21,0.276,-21.42,-10.34,4,12,6,6,1,14,1863,2128,,1190,746,1691,0.441,194,587,0.33,442,644,0.686,324,1143,339,221,84,434,597
93,Florida Atlantic,33,8,25,0.242,-10.17,-1.59,5,13,5,7,2,14,2189,2445,,1325,882,1928,0.457,172,484,0.355,507,715,0.709,373,1280,418,198,142,378,564
94,Florida Gulf Coast,33,20,13,0.606,-1.69,-4.41,8,6,16,4,4,8,2540,2325,,1355,823,1986,0.414,217,719,0.302,462,676,0.683,361,1161,386,217,100,406,618
95,Florida International,32,13,19,0.406,-5.16,-4.73,7,11,7,9,5,8,2277,2242,,1300,775,1900,0.408,237,729,0.325,455,665,0.684,366,1111,411,190,103,320,566
96,Florida State,32,19,13,0.594,12.63,8.32,8,10,10,4,4,7,2499,2361,,1285,823,1864,0.442,245,684,0.358,470,690,0.681,327,1076,413,172,99,434,625
97,Florida,33,19,14,0.576,14.95,9.92,9,9,12,4,4,8,2429,2263,,1325,790,1930,0.409,210,608,0.345,473,703,0.673,373,1256,382,178,119,427,682
98,Fordham,30,17,13,0.567,2.46,0.32,8,10,14,4,3,7,2140,2059,,1215,703,1569,0.448,203,612,0.332,450,639,0.704,260,973,445,196,86,465,547
99,Fresno State,34,25,9,0.735,5.25,1.78,13,5,16,2,6,7,2561,2395,,1380,785,1879,0.418,245,743,0.33,580,837,0.693,355,1237,414,150,107,509,689
100,Furman,33,18,15,0.545,-2.45,-4.12,11,7,13,1,3,12,2357,2196,,1320,767,1764,0.435,225,651,0.346,437,649,0.673,306,1034,379,206,92,421,644
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
101,Gardner-Webb,33,17,16,0.515,-6.56,-3.59,10,8,9,4,5,11,2476,2451,,1335,840,1887,0.445,240,692,0.347,531,741,0.717,341,1215,431,213,103,462,609
102,George Mason,32,11,21,0.344,-1.66,3.74,5,13,7,8,2,11,2140,2313,,1290,827,1957,0.423,241,682,0.353,418,587,0.712,277,1107,406,175,124,221,589
103,George Washington,33,23,10,0.697,10.17,3.66,11,7,14,3,7,5,2483,2268,,1330,830,1915,0.433,230,674,0.341,378,534,0.708,312,1067,385,195,118,389,670
104,Georgetown,33,15,18,0.455,10.11,8.29,7,11,9,8,4,8,2430,2370,,1335,758,1839,0.412,199,571,0.349,655,907,0.722,343,1142,408,205,90,371,636
105,Georgia Southern,31,14,17,0.452,-5.46,-2.94,10,10,10,4,4,12,2353,2307,,1250,770,1763,0.437,235,713,0.33,532,769,0.692,374,1231,379,148,127,463,598
106,Georgia State,30,16,14,0.533,-2.68,-2.07,9,11,12,3,4,10,1971,1950,,1220,638,1559,0.409,205,639,0.321,469,646,0.726,307,1047,373,158,92,425,545
107,Georgia Tech,33,19,14,0.576,12.14,9.96,8,10,13,5,4,7,2417,2345,,1325,855,1932,0.443,191,596,0.32,444,621,0.715,322,1051,406,154,90,328,602
108,Georgia,32,19,13,0.594,10.03,8.94,10,8,14,4,3,8,2243,2208,,1290,715,1863,0.384,236,721,0.327,542,774,0.7,374,1148,354,203,123,342,674
109,Gonzaga,33,26,7,0.788,16.26,3.51,15,3,11,4,9,2,2630,2186,,1325,795,1992,0.399,198,666,0.297,398,565,0.704,333,1067,344,185,93,336,655
110,Grambling,31,7,24,0.226,-19.34,-8.2,4,14,5,7,2,15,1924,2110,,1250,727,1681,0.432,205,623,0.329,451,677,0.666,327,1116,400,204,111,425,572
111,Grand Canyon,32,26,6,0.813,1.86,-5.38,11,3,16,2,7,4,2459,2202,,1285,779,1833,0.425,215,668,0.322,429,645,0.665,317,1097,355,196,116,435,706
112,Green Bay,35,23,12,0.657,1.43,-1.27,11,7,11,3,8,9,2948,2788,,1415,981,2198,0.446,271,746,0.363,555,779,0.712,421,1413,495,202,161,589,771
113,Hampton,31,21,10,0.677,-8.2,-9.1,13,3,9,2,8,7,2318,2289,,1265,794,1876,0.423,203,616,0.33,498,688,0.724,319,1132,327,179,126,388,674
114,Hartford,33,10,23,0.303,-14.09,-5.49,4,12,4,12,6,11,2336,2588,,1345,918,1948,0.471,231,672,0.344,521,794,0.656,415,1389,504,174,109,438,625
115,Harvard,30,14,16,0.467,-0.93,-0.21,6,8,8,5,4,10,2001,1985,,1205,699,1720,0.406,186,609,0.305,401,563,0.712,307,1026,364,217,76,346,546
116,Hawaii,32,27,5,0.844,8.9,-1.9,13,3,16,3,7,2,2483,2128,,1285,719,1806,0.398,199,632,0.315,491,691,0.711,310,1050,352,190,83,471,727
117,High Point,31,21,10,0.677,0.19,-4.45,13,5,12,3,8,6,2407,2170,,1250,772,1722,0.448,227,658,0.345,399,568,0.702,326,1021,356,163,100,458,593
118,Hofstra,33,24,9,0.727,5.19,0.75,14,4,11,2,9,4,2601,2427,,1350,921,2116,0.435,252,720,0.35,333,498,0.669,377,1221,475,175,118,389,672
119,Holy Cross,33,14,19,0.424,-10.86,-6.52,5,13,8,6,5,13,2156,2299,,1345,803,1756,0.457,264,724,0.365,429,593,0.723,305,1176,476,182,100,434,616
120,Houston Baptist,33,17,16,0.515,-10.26,-5.08,10,8,12,3,4,10,2539,2513,,1320,883,2028,0.435,235,656,0.358,512,705,0.726,381,1149,493,226,119,410,730
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
121,Houston,31,22,9,0.71,11.07,2.07,12,6,15,3,6,4,2414,2135,,1265,744,1784,0.417,187,627,0.298,460,654,0.703,382,1093,361,160,108,385,586
122,Howard,32,12,20,0.375,-14.12,-8.02,6,10,8,7,2,12,2311,2433,,1300,844,1983,0.426,242,723,0.335,503,739,0.681,438,1250,421,180,111,446,712
123,Idaho State,31,16,15,0.516,-9.65,-6.52,11,7,10,3,5,10,2297,2357,,1240,832,1859,0.448,247,738,0.335,446,648,0.688,334,1165,441,188,110,398,606
124,Idaho,33,21,12,0.636,-4.74,-5.62,12,6,11,4,8,6,2309,2183,,1325,726,1753,0.414,260,785,0.331,471,699,0.674,282,976,402,242,100,423,693
125,Illinois-Chicago,30,5,25,0.167,-14.53,-0.81,3,15,5,10,0,13,2019,2348,,1220,803,1878,0.428,225,632,0.356,515,727,0.708,363,1209,489,217,155,351,660
126,Illinois State,32,18,14,0.563,3.32,2.51,12,6,13,3,5,8,2149,2114,,1285,734,1744,0.421,206,644,0.32,440,648,0.679,312,1128,391,192,93,436,590
127,Illinois,34,15,19,0.441,4.8,7.45,5,13,7,8,2,8,2452,2542,,1395,930,2013,0.462,298,773,0.386,384,534,0.719,320,1262,503,169,124,458,613
128,Incarnate Word,29,17,12,0.586,-8.97,-5.97,12,6,10,3,7,9,2145,2140,,1165,769,1680,0.458,208,574,0.362,394,603,0.653,290,1069,419,184,115,390,597
129,Indiana State,32,15,17,0.469,-0.04,2.12,8,10,10,4,2,11,2170,2222,,1295,745,1792,0.416,192,594,0.323,540,779,0.693,296,1195,351,195,106,402,659
130,Indiana,32,25,7,0.781,19.81,6.44,15,3,17,0,6,4,2633,2205,,1285,821,1859,0.442,200,583,0.343,363,545,0.666,327,965,386,195,97,418,603
131,Iona,32,22,10,0.688,3.99,-1.95,16,4,11,2,8,6,2547,2357,,1285,812,1929,0.421,247,696,0.355,486,699,0.695,383,1199,434,184,92,450,589
132,Iowa State,32,21,11,0.656,17.6,10.73,10,8,14,2,4,7,2619,2399,,1295,903,2075,0.435,249,740,0.336,344,502,0.685,382,1159,452,179,91,396,506
133,Iowa,31,21,10,0.677,18.05,8.66,12,6,13,2,6,5,2421,2130,,1245,788,1901,0.415,228,735,0.31,326,479,0.681,375,1148,419,165,92,406,606
134,IPFW,33,24,9,0.727,0.61,-1.87,12,4,12,1,10,6,2646,2506,,1330,909,1986,0.458,271,703,0.385,417,606,0.688,304,1126,424,191,96,372,649
135,IUPUI,32,13,19,0.406,-5.66,0.31,9,7,9,2,4,15,2181,2362,,1290,843,1836,0.459,186,552,0.337,490,697,0.703,309,1147,383,239,142,404,566
