Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
246,Princeton,28,22,6,0.786,7.36,-2.05,12,2,13,0,9,5,2213,1903,,69.4,97.1,0.296,0.288,0.512,47.6,45.8,8.2,11.6,0.486,16.4,27,0.197
247,Providence,33,23,10,0.697,11.87,7.63,10,8,13,4,7,4,2441,2301,,69.9,98.6,0.278,0.336,0.52,50.2,51.2,8.4,8.8,0.488,18,28.6,0.199
248,Purdue,34,26,8,0.765,21.02,7.87,12,6,17,1,5,5,2643,2196,,67.8,95,0.277,0.33,0.478,42.5,51.3,8.8,7.9,0.443,12.2,26.9,0.196
249,Quinnipiac,30,9,21,0.3,-9.96,-4.56,6,14,6,8,3,11,1969,2131,,69.8,100.6,0.401,0.32,0.51,46.5,53.8,11,9.8,0.465,15.2,25.8,0.284
250,Radford,31,16,15,0.516,-4.83,-3.1,9,9,8,6,7,7,2266,2248,,67.5,104.9,0.335,0.302,0.533,47.9,44.9,10.7,8,0.5,14.9,29,0.236
251,Rhode Island,32,17,15,0.531,8.1,3.47,9,9,13,4,3,9,2220,2072,,65.1,98.3,0.396,0.296,0.522,48.1,42.9,8.9,9.4,0.476,16.8,25.6,0.288
252,Rice,32,12,20,0.375,-8.66,-2.56,7,11,9,8,3,11,2427,2576,,71.4,112.3,0.352,0.352,0.581,52.1,53.7,9.9,8.9,0.554,16.3,31.6,0.247
253,Richmond,32,16,16,0.5,7.47,4.75,7,11,9,7,5,7,2450,2363,,68.8,106.1,0.361,0.324,0.543,53.8,50.8,6.8,7.4,0.509,15.7,33,0.254
254,Rider,33,13,20,0.394,-4.6,-3.2,8,12,7,6,4,12,2177,2223,,65.6,101.2,0.324,0.387,0.517,50.1,54.5,10.2,7.8,0.478,15.8,30.4,0.238
255,Robert Morris,32,10,22,0.313,-13.28,-7.5,8,10,4,8,5,14,2082,2267,,69.3,101.8,0.329,0.359,0.532,54.6,62.5,9,10.3,0.494,18.8,33.7,0.241
256,Rutgers,32,7,25,0.219,-6.7,6.78,1,17,7,11,0,11,2166,2571,,71.2,111.5,0.301,0.343,0.542,54.5,54.5,10,9.5,0.517,13.7,36.5,0.205
257,Sacramento State,31,14,17,0.452,-8.45,-5.14,6,12,10,5,3,11,2210,2237,,69.2,103.9,0.361,0.372,0.519,51.5,56.1,9.1,8.5,0.488,15,32.7,0.241
258,Sacred Heart,30,12,18,0.4,-12.67,-8.7,11,7,6,5,5,13,2217,2336,,72,107.3,0.394,0.342,0.545,49.7,53.8,9,9.7,0.511,15.7,31.7,0.273
259,Saint Francis (PA),30,13,17,0.433,-12.25,-8.73,9,9,8,6,5,11,2110,2181,,67.6,106.7,0.301,0.361,0.537,49.3,51,8.5,10.9,0.506,14.6,30.4,0.217
260,Saint Joseph's,34,27,7,0.794,11.93,4.25,13,5,12,4,10,2,2638,2377,,70.4,98.9,0.245,0.413,0.505,48,49.7,6.5,6.9,0.479,14.3,27.6,0.169
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
261,Saint Louis,32,11,21,0.344,-2.64,3.58,5,13,7,11,3,8,2106,2305,,69.4,103,0.393,0.406,0.539,53.4,57.3,8.5,12.3,0.5,16.4,28.5,0.281
262,Saint Mary's (CA),32,27,5,0.844,14.36,0.74,15,3,18,1,7,3,2397,1951,,62.4,97.7,0.249,0.318,0.489,45.4,47.1,7,7.2,0.464,13.6,31.9,0.166
263,Saint Peter's,30,14,16,0.467,-4.62,-3.92,12,8,9,5,5,10,1966,1987,,66.5,98.9,0.317,0.386,0.513,47.9,50.1,9.6,9.7,0.478,15.7,26.4,0.226
264,Sam Houston State,34,18,16,0.529,-5.84,-6.27,12,6,10,4,6,9,2551,2427,,69.8,101.5,0.449,0.396,0.554,47.8,64.2,7.7,8.4,0.511,17.4,20.3,0.321
265,Samford,33,14,19,0.424,-5.55,-4.1,4,14,6,7,5,11,2440,2442,,69.6,104.3,0.43,0.369,0.549,50.3,55.9,9.6,11.4,0.511,18,32.5,0.3
266,San Diego State,34,25,9,0.735,11.23,3.85,16,2,13,4,9,2,2315,2049,,66,90.6,0.311,0.363,0.469,46,49,9.1,9.4,0.426,16.2,29.2,0.226
267,San Diego,30,9,21,0.3,-7.67,1.54,4,14,6,7,1,11,1822,2074,,66.5,103.9,0.414,0.305,0.54,52.1,52.8,9,10.8,0.5,15.8,25.8,0.292
268,San Francisco,30,15,15,0.5,-2.75,-0.51,8,10,10,7,5,7,2329,2362,,70.8,109.3,0.349,0.393,0.55,48.1,52.5,7,11.8,0.516,13.9,29.2,0.25
269,San Jose State,31,9,22,0.29,-5.84,1.3,4,14,7,7,1,13,2186,2290,,71.4,103,0.459,0.34,0.532,50.1,52.8,8.7,8.1,0.49,15.4,27.9,0.315
270,Santa Clara,31,11,20,0.355,-4.57,1.97,7,11,7,8,3,9,2083,2272,,66.4,108.2,0.364,0.396,0.546,52.2,56.5,7.2,9.4,0.509,14.5,29.5,0.263
271,Savannah State,31,16,15,0.516,-15.14,-8.66,9,7,12,2,2,12,1933,2092,,68.2,98.6,0.405,0.345,0.536,52.7,50.4,10,11.3,0.493,19.9,27.7,0.293
272,Seattle,30,14,16,0.467,-9.32,-4.89,7,7,9,7,3,8,1952,2004,,67.2,99,0.329,0.431,0.51,48.2,60.8,12.4,10.2,0.481,16.7,32.4,0.218
273,Seton Hall,33,25,8,0.758,14.77,7.71,12,6,13,3,7,4,2470,2237,,70.6,95.6,0.337,0.331,0.489,47.2,50.9,10.2,9.9,0.453,16.6,32.8,0.229
274,Siena,33,21,12,0.636,2.28,-2.9,13,7,12,2,7,9,2579,2408,,70.8,101.1,0.384,0.351,0.514,44.3,46.3,10,8.9,0.471,15,33.1,0.274
275,South Alabama,33,14,19,0.424,-8.05,-1.89,8,12,8,6,4,11,2284,2426,,70.3,102.7,0.378,0.367,0.521,50.7,54.4,8.1,8.9,0.481,15.8,32.1,0.267
276,South Carolina State,34,19,15,0.559,-9.61,-7.86,12,4,10,1,6,11,2485,2485,,68.7,106.3,0.386,0.372,0.546,51,50.6,6.5,7,0.507,15.5,30.9,0.278
277,South Carolina Upstate,32,10,22,0.313,-13.7,-4.31,4,10,7,10,3,12,2315,2495,,69,112.1,0.332,0.382,0.557,48.9,59.4,9.9,7.2,0.529,14.3,31.6,0.231
278,South Carolina,32,24,8,0.75,12.64,6.22,11,7,15,2,5,5,2429,2208,,71.7,95.4,0.389,0.409,0.505,45.7,55.4,8.9,11.4,0.466,18.3,29.8,0.264
279,South Dakota State,33,26,7,0.788,5.47,-1.56,12,4,13,0,8,7,2517,2237,,68.8,98.5,0.385,0.325,0.513,46.2,47.8,8.2,9.8,0.469,15.6,27,0.275
280,South Dakota,32,14,18,0.438,-5.36,-0.66,5,11,6,6,5,10,2443,2537,,71.7,108.4,0.401,0.383,0.568,52.3,56,7.1,10.1,0.529,16.8,29.5,0.295
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
281,South Florida,33,8,25,0.242,-2.67,5.42,4,14,4,14,3,9,2085,2352,,67,106.3,0.356,0.372,0.509,48.4,60.6,11.5,7.6,0.472,12.1,34.6,0.244
282,Southeast Missouri State,29,5,24,0.172,-15.92,-3.29,2,14,3,10,2,14,1944,2252,,71.5,108.2,0.304,0.384,0.567,52,62.6,9.1,9.4,0.542,16.7,25.9,0.214
283,Southeastern Louisiana,33,12,21,0.364,-13.38,-7.32,9,9,9,3,2,15,2344,2489,,70.6,106.5,0.425,0.379,0.547,51.1,59.5,9.2,10.5,0.518,16.9,34.2,0.278
284,Southern California,33,21,12,0.636,14.02,7.93,9,9,16,2,3,7,2668,2467,,72.7,101.3,0.285,0.344,0.505,48.9,50.3,7.8,9.4,0.473,14.4,34.6,0.2
285,SIU Edwardsville,28,6,22,0.214,-10.63,-2.45,3,13,3,11,3,11,1839,2068,,68,107.6,0.434,0.303,0.552,49.5,53.7,8.3,9.1,0.512,15.4,26.1,0.307
286,Southern Illinois,32,22,10,0.688,2.69,-1.4,11,7,12,4,9,4,2360,2229,,69.9,98.9,0.449,0.352,0.544,47.8,49.3,8.4,7.3,0.509,19.1,23.8,0.303
287,Southern Methodist,30,25,5,0.833,18.67,4.8,13,5,16,1,7,4,2319,1903,,66,96.1,0.304,0.4,0.492,42.6,55.9,11.1,9.3,0.466,15.9,32.6,0.193
288,Southern Mississippi,29,8,21,0.276,-10.46,-3.53,5,13,6,9,2,12,1866,2045,,65,106.7,0.384,0.444,0.549,52.7,57.5,9.9,11.2,0.515,15.7,28.9,0.268
289,Southern Utah,30,6,24,0.2,-17.18,-4.04,3,15,3,10,3,13,2119,2429,,70,114.6,0.428,0.329,0.594,54.1,47.9,8.5,10.3,0.561,15.5,28.9,0.306
290,Southern,34,22,12,0.647,-7.16,-9.04,11,7,12,1,6,10,2479,2347,,69.7,99,0.38,0.362,0.507,51.1,48.6,7.6,7.4,0.472,17,33.6,0.252
291,St. Bonaventure,30,22,8,0.733,7.2,2.23,14,4,14,2,8,5,2334,2185,,69.2,104.4,0.378,0.38,0.53,50.6,55.9,7.6,8.2,0.495,16.2,34.3,0.262
292,St. Francis (NY),32,15,17,0.469,-10.95,-8.95,11,7,9,5,6,11,2095,2131,,66.9,98.8,0.348,0.256,0.505,49.4,48.1,9.5,8.9,0.465,16.2,29.2,0.248
293,St. John's (NY),32,8,24,0.25,-2.05,7.79,1,17,6,10,0,10,2174,2472,,73.2,105.5,0.429,0.347,0.554,52.5,55,11.7,8.9,0.515,17.4,28.4,0.304
294,Stanford,30,15,15,0.5,8.49,10.84,8,10,12,5,2,8,2088,2111,,67.3,103.7,0.392,0.381,0.54,50.6,57.7,7.9,8.3,0.511,17.2,29.9,0.259
295,Stephen F. Austin,32,27,5,0.844,8.41,-6.88,18,0,14,0,9,4,2583,2021,,69.9,90.4,0.388,0.311,0.52,47.5,52.2,7.8,7.1,0.488,23.7,28.4,0.255
296,Stetson,34,12,22,0.353,-10.76,-4.33,4,10,6,8,5,13,2729,2807,,73.4,110.1,0.302,0.326,0.553,52.9,49.8,8.2,11.5,0.53,14.2,31.6,0.204
297,Stony Brook,32,26,6,0.813,4.25,-6.02,14,2,15,1,11,5,2458,2030,,67.6,93.5,0.268,0.349,0.494,44.5,47.6,8.1,6.1,0.461,16.7,26,0.191
298,Syracuse,32,19,13,0.594,13.58,9.08,9,9,13,4,3,7,2247,2103,,65,99.9,0.294,0.403,0.503,51.1,65.1,9.9,8.3,0.475,17.2,36.2,0.196
299,Temple,32,21,11,0.656,7.64,6.42,14,4,11,3,8,4,2197,2158,,65.9,100.8,0.286,0.319,0.504,51,50.3,6.4,9.6,0.467,14.2,28.1,0.212
300,Tennessee-Martin,33,19,14,0.576,-5.73,-4.83,10,6,11,2,7,9,2398,2338,,67.3,104.1,0.293,0.432,0.534,48.4,56.3,8.1,8.1,0.506,15.5,29.6,0.206
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
301,Tennessee State,30,20,10,0.667,-1.6,-5.38,11,5,11,2,7,7,2200,2056,,69.4,97.9,0.421,0.412,0.525,47.7,56.1,8.1,6.4,0.487,18.9,28.8,0.288
302,Tennessee Tech,30,19,11,0.633,-2.75,-3.79,11,5,14,1,5,9,2357,2265,,70.5,106.7,0.338,0.346,0.533,50.2,54.5,8.7,9.5,0.503,14.3,35.4,0.23
303,Tennessee,34,15,19,0.441,8.16,8.22,6,12,12,4,1,11,2554,2556,,71,105.9,0.373,0.349,0.522,51.3,53.2,8.5,8.9,0.485,14.8,34.2,0.258
304,Texas A&amp;M-Corpus Christi,32,25,7,0.781,-2.44,-5.57,15,3,13,1,10,5,2356,2212,,70.2,98.5,0.445,0.367,0.525,50.4,54.2,9,5.6,0.476,19.9,32.6,0.318
305,Texas A&amp;M,34,26,8,0.765,19.09,8.71,13,5,17,1,5,5,2581,2228,,68.2,95.4,0.325,0.395,0.5,47.4,56.1,7.3,9.3,0.471,18.1,30.6,0.213
306,Texas-Arlington,33,23,10,0.697,5.72,-2.85,13,7,13,2,9,7,2627,2295,,73,94.2,0.431,0.411,0.505,45,54.2,9.1,12.5,0.467,18.2,25.4,0.284
307,Texas Christian,33,12,21,0.364,4.68,9.23,2,16,9,9,1,10,2209,2359,,70,102.2,0.414,0.358,0.546,52,60.3,10.7,12.1,0.509,18.4,28.8,0.289
308,Texas-El Paso,33,19,14,0.576,-3.66,-4.78,10,8,14,4,2,9,2554,2471,,72.7,101.8,0.365,0.395,0.523,52,56.5,7.2,7.6,0.49,16.8,33.9,0.247
309,Texas-Rio Grande Valley,30,8,22,0.267,-17.66,-4.03,4,10,7,6,1,13,1993,2330,,69.2,112.2,0.309,0.317,0.536,55.2,55.6,9.2,7.6,0.508,12.4,36.6,0.211
310,Texas-San Antonio,32,5,27,0.156,-16.23,-3.23,3,15,4,10,1,14,2317,2698,,73.1,114.4,0.457,0.376,0.607,52.1,58.5,8.5,13,0.583,15.8,22.8,0.309
311,Texas Southern,32,18,14,0.563,-4.56,-7.28,16,2,9,0,7,12,2330,2243,,68,103,0.241,0.322,0.521,46.3,51,9.2,10.8,0.49,14,28.8,0.182
312,Texas State,31,15,16,0.484,-5.16,-4.09,8,12,10,4,4,11,2046,1993,,65.1,97.9,0.366,0.344,0.522,50,49.2,8.7,7.5,0.484,18.8,28.7,0.256
313,Texas Tech,31,19,12,0.613,13.2,10.65,9,9,14,3,3,7,2244,2165,,66.7,103.5,0.329,0.379,0.527,49.7,45.9,9.4,8.6,0.493,16,35.1,0.232
314,Texas,32,20,12,0.625,15.76,12.48,11,7,14,3,5,5,2283,2178,,66.9,101,0.375,0.325,0.513,51,47.5,6.7,8.9,0.474,15.9,31.4,0.26
315,Toledo,32,17,15,0.531,3.11,-2.22,8,10,9,6,6,8,2482,2286,,70.4,101.5,0.287,0.369,0.537,47.8,50.1,9,8.6,0.506,15.6,25.1,0.208
316,Towson,32,20,12,0.625,0.61,-1.55,11,7,12,3,7,6,2286,2137,,66.5,99.7,0.388,0.341,0.522,44.7,48.3,7.7,8.6,0.475,16.6,25.7,0.286
317,Troy,31,9,22,0.29,-9.03,-1.89,4,16,4,10,4,10,2145,2329,,70.1,106.3,0.345,0.358,0.538,51.5,53.8,9.1,9.7,0.505,15.4,29.8,0.243
318,Tulane,34,12,22,0.353,-0.63,4.02,3,15,6,10,2,10,2240,2398,,67.8,101.7,0.368,0.308,0.523,50,48.4,10.2,9.1,0.488,16.3,28.2,0.254
319,Tulsa,31,20,11,0.645,10.07,5.75,12,6,12,3,6,5,2294,2160,,68.9,100.3,0.348,0.368,0.527,51.3,51.2,7.6,8.9,0.483,17.9,30.2,0.261
320,UCLA,32,15,17,0.469,10.86,10.08,6,12,11,6,3,7,2480,2455,,71.6,105.9,0.338,0.378,0.528,48.4,53.7,9.2,6.7,0.497,13.9,31.8,0.233
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
321,Utah State,31,16,15,0.516,2.61,1.99,7,11,10,6,5,8,2274,2217,,68.2,104.9,0.319,0.368,0.535,49.2,54.7,9,8.9,0.505,14.7,29.3,0.222
322,Utah Valley,30,12,18,0.4,-9.4,-3.4,6,8,7,7,5,9,2280,2360,,74.8,104.3,0.36,0.295,0.53,52.3,51.7,8.5,8.4,0.496,14.9,29.9,0.25
323,Utah,34,26,8,0.765,16.55,9.06,13,5,16,1,5,5,2639,2351,,67.7,100.6,0.231,0.326,0.502,46.9,42.7,9.2,10.4,0.473,13.2,33,0.167
324,Valparaiso,32,26,6,0.813,10.24,-1.39,16,2,14,1,12,4,2425,1991,,68.6,89.9,0.394,0.337,0.476,43.4,49.8,8,9.4,0.438,16.9,25.4,0.256
325,Vanderbilt,32,19,13,0.594,18.26,8.85,11,7,14,2,3,9,2456,2155,,69.1,96.7,0.342,0.305,0.47,49.1,43.4,8.1,8.8,0.431,12.2,35,0.23
326,Vermont,34,21,13,0.618,-1.37,-4.58,11,5,12,3,8,9,2550,2397,,68.8,102.4,0.367,0.335,0.524,48.1,51.2,10,9.7,0.49,14.8,31.9,0.252
327,Villanova,34,29,5,0.853,21.65,8.39,16,2,15,1,10,2,2617,2166,,67.7,93.8,0.314,0.375,0.493,48.6,57.3,8.6,6.8,0.463,17.7,32.7,0.208
328,Virginia Commonwealth,34,24,10,0.706,13.74,3.83,14,4,15,2,7,4,2625,2288,,69.8,95.8,0.37,0.299,0.523,48.1,52.9,8.2,9.6,0.49,19.3,25.5,0.25
329,VMI,30,9,21,0.3,-12.57,-2.76,4,14,8,6,1,14,2081,2264,,69.8,107.7,0.404,0.358,0.553,53.9,48.8,9.7,9.3,0.513,16.2,30.4,0.293
330,Virginia Tech,33,19,14,0.576,10.16,7.68,10,8,13,5,4,6,2461,2379,,69.5,102.2,0.333,0.366,0.521,50.9,50.8,8,13.4,0.49,15.8,33.5,0.227
331,Virginia,33,26,7,0.788,22.06,11.36,13,5,15,0,5,6,2322,1969,,61.1,97.2,0.337,0.372,0.521,47,48.2,8.6,5.8,0.487,17.5,27.2,0.235
332,Wagner,32,22,10,0.688,-4.45,-10.42,13,5,13,4,9,6,2256,2047,,67.6,94.2,0.44,0.33,0.505,44.7,51.8,8.2,8.2,0.461,18.5,26,0.299
333,Wake Forest,31,11,20,0.355,5.79,10.79,2,16,6,9,3,9,2295,2450,,71.9,109,0.386,0.326,0.538,49.1,46,11,10.2,0.495,13.1,31.9,0.284
334,Washington State,31,9,22,0.29,0.93,8.4,1,17,8,9,0,10,2187,2394,,70.3,108.2,0.371,0.311,0.54,51.4,45.5,9.5,7.7,0.499,13.2,32.6,0.271
335,Washington,32,18,14,0.563,12.15,8.56,9,9,12,5,3,6,2668,2553,,77.5,100.9,0.445,0.295,0.518,51.5,46.7,7.8,8.7,0.476,17.7,34.4,0.303
336,Weber State,34,26,8,0.765,0.28,-5.78,15,3,13,1,6,7,2609,2273,,68.7,95.9,0.276,0.274,0.49,47,40.5,8.3,5.2,0.462,13.8,29.8,0.184
337,West Virginia,34,26,8,0.765,22.9,10.31,13,5,13,2,7,4,2693,2265,,70.7,93.5,0.548,0.361,0.542,44,50.6,9.5,8.8,0.488,23.1,22.9,0.391
338,Western Carolina,33,16,17,0.485,-4.53,-1.13,10,8,12,2,3,14,2405,2411,,70.1,102.2,0.435,0.374,0.54,49.7,53.4,9.7,10,0.497,18.3,30.5,0.308
339,Western Illinois,27,10,17,0.37,-5.97,-1.1,3,13,7,6,3,11,1904,1914,,68.8,103.1,0.412,0.315,0.531,49.9,49.1,9.2,7.4,0.487,14.5,27.1,0.294
340,Western Kentucky,34,18,16,0.529,-1.22,-0.81,8,10,12,4,3,9,2620,2586,,68.8,108.5,0.295,0.355,0.542,46.2,51.9,9.2,7.4,0.521,13.4,31.1,0.195
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
341,Western Michigan,32,13,19,0.406,-1.83,0.31,7,11,10,5,2,12,2342,2352,,68.7,104.5,0.378,0.413,0.547,48,53.5,8.3,9.2,0.513,15.4,24.4,0.263
342,Wichita State,32,24,8,0.75,16.61,2.9,16,2,14,1,9,3,2343,1896,,66,89,0.45,0.368,0.499,46.7,48.5,7,8.3,0.444,20.8,22.3,0.322
343,William &amp; Mary,31,20,11,0.645,5.86,1.59,11,7,12,3,7,7,2384,2205,,68.4,103.1,0.272,0.406,0.515,48.5,50.5,8.5,9.8,0.487,13.5,31.3,0.189
344,Winthrop,32,23,9,0.719,-1.04,-5.31,13,5,14,1,7,7,2631,2429,,72.9,104.1,0.317,0.326,0.515,50.9,42.1,8.4,9.3,0.479,13.8,37.5,0.226
345,Wisconsin,32,20,12,0.625,13.49,9.18,12,6,13,5,6,5,2204,2066,,64.2,99.9,0.343,0.293,0.521,47.7,46.4,8.2,9.2,0.485,16.6,26.9,0.242
346,Wofford,32,15,17,0.469,-3.43,-2.03,11,7,11,2,4,14,2296,2295,,66,107.4,0.401,0.295,0.567,49.8,45.9,9,9.4,0.538,15.6,24.8,0.274
347,Wright State,35,22,13,0.629,0.21,-1.73,13,5,13,2,5,9,2399,2303,,67.4,97.2,0.479,0.355,0.531,52.6,50.1,7.4,9.3,0.48,18.6,25.5,0.343
348,Wyoming,32,14,18,0.438,0.08,2.18,7,11,10,6,4,8,2294,2302,,66.8,106.5,0.384,0.373,0.533,54.4,47.1,8.6,9.2,0.496,13.9,33.3,0.268
349,Xavier,32,27,5,0.844,18.74,8.43,14,4,15,1,8,3,2603,2273,,72.8,97.6,0.344,0.404,0.516,45.1,55.3,8.4,8.8,0.479,17.1,27.2,0.242
350,Yale,28,22,6,0.786,8.62,-2.34,13,1,12,0,9,6,2105,1768,,67.1,93.7,0.329,0.342,0.498,42.1,49.8,9.9,8.9,0.461,16.5,24.6,0.229
351,Youngstown State,32,11,21,0.344,-10.83,-0.83,6,12,6,8,3,11,2437,2682,,74.1,110.9,0.316,0.361,0.557,55.3,56.6,8.6,8.1,0.531,14.6,32.4,0.219
