"Team_ID","Date","Var.5","Opponent","School","School_url","Opponent_url","Pace","EFG","TOV","ORB","FTFGA","O_EFG","O_TOV","O_ORB","O_FTFGA"
"michigan","Sat, Feb 6, 2016","","Michigan State (10)","Michigan","michigan","michigan-state","68.6",".517","9.7","15.2",".224",".780","25.0","35.0",".220"
"michigan","Wed, Feb 10, 2016","@","Minnesota","Michigan","michigan","minnesota","67.8",".673","12.9","8.0",".231",".500","9.5","21.9",".276"
"michigan","Sat, Feb 13, 2016","","Purdue (18)","Michigan","michigan","purdue","62.1",".409","8.5","25.0",".291",".453","13.2","21.9",".151"
"michigan","Tue, Feb 16, 2016","@","Ohio State","Michigan","michigan","ohio-state","67.2",".432","11.9","28.6",".254",".590","13.0","8.3",".340"
"michigan","Sun, Feb 21, 2016","@","Maryland (6)","Michigan","michigan","maryland","76.9",".566","17.3","27.3",".074",".605","21.6","33.3",".298"
"michigan","Wed, Feb 24, 2016","","Northwestern","Michigan","michigan","northwestern","62.6",".531","11.8","29.2",".408",".537","13.4","15.4",".093"
"michigan","Sun, Feb 28, 2016","@","Wisconsin","Michigan","michigan","wisconsin","61.2",".530","17.2","7.7",".080",".571","16.5","29.2",".245"
"michigan","Sat, Mar 5, 2016","","Iowa (16)","Michigan","michigan","iowa","70.7",".422","13.7","26.3",".109",".516","10.8","11.8",".113"
"middle-tennessee","Tue, Nov 17, 2015","@","Murray State","Middle Tennessee","middle-tennessee","murray-state","75.2",".453","19.0","17.6",".321",".508","17.1","17.6",".271"
"middle-tennessee","Sat, Nov 21, 2015","@","Tennessee State","Middle Tennessee","middle-tennessee","tennessee-state","69.8",".509","15.6","20.6",".283",".489","19.3","16.7",".489"
"middle-tennessee","Thu, Nov 26, 2015","@","Alaska-Anchorage","Middle Tennessee","middle-tennessee","alaska-anchorage","71.9",".531","22.7","29.2",".469",NA,NA,NA,NA
"middle-tennessee","Wed, Dec 2, 2015","","Virginia Commonwealth","Middle Tennessee","middle-tennessee","virginia-commonwealth","75.3",".393","20.0","18.4",".214",".381","14.2","21.1",".222"
"middle-tennessee","Sat, Dec 5, 2015","","South Alabama","Middle Tennessee","middle-tennessee","south-alabama","70.7",".573","23.8","38.1",".271",".364","17.0","23.3",".203"
"middle-tennessee","Sat, Dec 12, 2015","","Auburn","Middle Tennessee","middle-tennessee","auburn","71.8",".515","12.2","31.0",".303",".467","14.1","34.0",".147"
"middle-tennessee","Thu, Dec 17, 2015","","Belmont","Middle Tennessee","middle-tennessee","belmont","77.9",".514","10.4","23.7",".174",".451","20.4","14.6",".115"
"middle-tennessee","Tue, Dec 22, 2015","@","Georgia State","Middle Tennessee","middle-tennessee","georgia-state","67.4",".452","18.5","31.3",".288",".511","19.6","16.7",".370"
"middle-tennessee","Sun, Dec 27, 2015","@","South Dakota State","Middle Tennessee","middle-tennessee","south-dakota-state","75.1",".424","14.3","8.3",".186",".439","17.3","32.4",".263"
"middle-tennessee","Wed, Dec 30, 2015","","Trevecca Nazarene","Middle Tennessee","middle-tennessee","trevecca-nazarene","72.3",NA,NA,NA,NA,".531","13.0","41.7",".219"
"middle-tennessee","Sun, Jan 3, 2016","@","Alabama-Birmingham","Middle Tennessee","middle-tennessee","alabama-birmingham","66.3",".500","16.2","25.7",".314",".602","15.8","17.4",".568"
"middle-tennessee","Thu, Jan 7, 2016","","Texas-El Paso","Middle Tennessee","middle-tennessee","texas-el-paso","70.2",".486","8.3","37.5",".159",".447","12.7","25.0",".368"
"middle-tennessee","Sat, Jan 9, 2016","","Texas-San Antonio","Middle Tennessee","middle-tennessee","texas-san-antonio","70.7",".538","13.9","28.6",".415",".512","21.8","14.3",".628"
"middle-tennessee","Thu, Jan 14, 2016","@","Charlotte","Middle Tennessee","middle-tennessee","charlotte","65.5",".551","14.2","35.3",".136",".530","11.4","18.2",".380"
"middle-tennessee","Sat, Jan 16, 2016","@","Old Dominion","Middle Tennessee","middle-tennessee","old-dominion","60.7",".529","9.1","22.6",".196",".433","11.3","32.3",".308"
"middle-tennessee","Thu, Jan 21, 2016","","North Texas","Middle Tennessee","middle-tennessee","north-texas","75.3",".577","14.6","38.5",".056",".481","20.9","17.1",".245"
"middle-tennessee","Sat, Jan 23, 2016","","Rice","Middle Tennessee","middle-tennessee","rice","75.1",".621","16.3","38.7",".161",".541","22.6","17.9",".408"
"middle-tennessee","Thu, Jan 28, 2016","@","Marshall","Middle Tennessee","middle-tennessee","marshall","77.7",".408","15.9","32.4",".200",".548","15.1","22.2",".226"
"middle-tennessee","Sat, Jan 30, 2016","@","Western Kentucky","Middle Tennessee","middle-tennessee","western-kentucky","69.4",".442","11.5","20.0",".217",".426","17.5","36.1",".333"
"middle-tennessee","Thu, Feb 4, 2016","","Florida Atlantic","Middle Tennessee","middle-tennessee","florida-atlantic","73.8",".515","10.5","35.0",".277",".491","17.9","31.3",".321"
"middle-tennessee","Sat, Feb 6, 2016","","Florida International","Middle Tennessee","middle-tennessee","florida-international","64.9",".508","9.6","18.4",".100",".549","17.5","23.1",".196"
"middle-tennessee","Thu, Feb 11, 2016","@","Louisiana Tech","Middle Tennessee","middle-tennessee","louisiana-tech","73.7",".434","14.2","29.3",".059",".583","21.6","16.7",".354"
"middle-tennessee","Sat, Feb 13, 2016","@","Southern Mississippi","Middle Tennessee","middle-tennessee","southern-mississippi","60.4",".642","14.4","36.0",".151",".511","20.9","11.1",".205"
"middle-tennessee","Sun, Feb 21, 2016","","Alabama-Birmingham","Middle Tennessee","middle-tennessee","alabama-birmingham","62.8",".536","11.6","15.4",".145",".693","19.5","36.8",".364"
"middle-tennessee","Thu, Feb 25, 2016","","Western Kentucky","Middle Tennessee","middle-tennessee","western-kentucky","64.3",".552","12.0","21.9",".138",".589","12.4","40.6",".214"
"middle-tennessee","Sat, Feb 27, 2016","","Marshall","Middle Tennessee","middle-tennessee","marshall","71.7",".588","14.0","29.0",".281",".559","19.7","13.8",".333"
"middle-tennessee","Thu, Mar 3, 2016","@","Florida Atlantic","Middle Tennessee","middle-tennessee","florida-atlantic","70.2",".523","16.6","45.7",".106",".382","17.1","14.7",".309"
"middle-tennessee","Sat, Mar 5, 2016","@","Florida International","Middle Tennessee","middle-tennessee","florida-international","61.1",".469","10.6","28.6",".306",".408","10.4","14.7",".367"
"milwaukee","Sun, Nov 15, 2015","@","Santa Clara","Milwaukee","milwaukee","santa-clara","69.4",".557","21.9","20.0",".500",".574","23.1","20.0",".234"
"milwaukee","Tue, Nov 17, 2015","@","Notre Dame (18)","Milwaukee","milwaukee","notre-dame","65.8",".630","16.6","20.0",".185",".625","7.2","25.0",".286"
"milwaukee","Fri, Nov 20, 2015","","Trinity International (IL)","Milwaukee","milwaukee","trinity-international-il","75.8",NA,NA,NA,NA,".556","15.6","36.1",".069"
"milwaukee","Thu, Dec 3, 2015","","Southern Illinois-Edwardsville","Milwaukee","milwaukee","southern-illinois-edwardsville","69.6",".472","11.4","3.1",".241",".356","15.6","21.1",".153"
"milwaukee","Wed, Dec 9, 2015","@","Wisconsin","Milwaukee","milwaukee","wisconsin","68.5",".434","11.0","14.3",".415",".400","11.5","32.4",".418"
"milwaukee","Sun, Dec 13, 2015","","Judson","Milwaukee","milwaukee","judson","85.3",NA,NA,NA,NA,".693","9.3","40.7",".280"
"milwaukee","Thu, Dec 17, 2015","","South Dakota","Milwaukee","milwaukee","south-dakota","70.2",".486","11.7","17.1",".292",".506","8.3","20.0",".138"
"milwaukee","Wed, Dec 23, 2015","@","Minnesota","Milwaukee","milwaukee","minnesota","72.5",".551","17.9","25.0",".153",".477","13.8","18.4",".063"
"milwaukee","Sat, Jan 2, 2016","","Wright State","Milwaukee","milwaukee","wright-state","64.9",".509","11.2","23.7",".446",".595","16.1","27.6",".259"
"milwaukee","Mon, Jan 4, 2016","","Northern Kentucky","Milwaukee","milwaukee","northern-kentucky","70.0",".510","14.4","24.1",".442",".410","8.5","30.2",".111"
"milwaukee","Thu, Jan 7, 2016","@","Youngstown State","Milwaukee","milwaukee","youngstown-state","64.2",".608","12.3","32.1",".133",".490","11.9","13.8",".269"
"milwaukee","Sat, Jan 9, 2016","@","Cleveland State","Milwaukee","milwaukee","cleveland-state","53.9",".674","9.3","4.8",".065",".548","11.4","28.0",".096"
"milwaukee","Thu, Jan 14, 2016","@","Valparaiso","Milwaukee","milwaukee","valparaiso","63.2",".500","17.9","10.0",".098",".545","18.1","47.1",".125"
"milwaukee","Sat, Jan 16, 2016","@","Illinois-Chicago","Milwaukee","milwaukee","illinois-chicago","67.7",".547","6.4","29.4",".266",".469","17.0","18.5",".327"
"milwaukee","Sat, Jan 23, 2016","","Detroit Mercy","Milwaukee","milwaukee","detroit-mercy","73.5",".500","15.5","39.3",".456",".547","19.5","33.3",".415"
"milwaukee","Mon, Jan 25, 2016","","Oakland","Milwaukee","milwaukee","oakland","68.2",".477","10.9","39.0",".262",".551","10.5","23.5",".288"
"milwaukee","Fri, Jan 29, 2016","","Green Bay","Milwaukee","milwaukee","green-bay","74.1",".610","9.8","22.6",".390",".692","10.5","15.4",".183"
"milwaukee","Thu, Feb 4, 2016","@","Wright State","Milwaukee","milwaukee","wright-state","68.3",".633","15.5","15.4",".578",".670","14.2","12.5",".340"
"milwaukee","Sat, Feb 6, 2016","@","Northern Kentucky","Milwaukee","milwaukee","northern-kentucky","67.8",".566","19.4","30.0",".033",".549","10.8","23.3",".131"
"milwaukee","Thu, Feb 11, 2016","@","Oakland","Milwaukee","milwaukee","oakland","79.7",".587","12.2","4.3",".302",".459","5.6","26.1",".230"
"milwaukee","Sat, Feb 13, 2016","@","Detroit Mercy","Milwaukee","milwaukee","detroit-mercy","67.9",".391","9.8","31.0",".250",".578","12.8","40.0",".094"
"milwaukee","Mon, Feb 15, 2016","@","Green Bay","Milwaukee","milwaukee","green-bay","70.3",".527","20.6","25.0",".161",".478","7.7","23.7",".058"
"milwaukee","Sat, Feb 20, 2016","","Cleveland State","Milwaukee","milwaukee","cleveland-state","65.4",".546","9.1","38.2",".537",".402","21.6","29.0",".255"
"milwaukee","Mon, Feb 22, 2016","","Youngstown State","Milwaukee","milwaukee","youngstown-state","69.7",".523","6.2","35.3",".313",".331","12.0","15.8",".203"
"milwaukee","Fri, Feb 26, 2016","","Valparaiso","Milwaukee","milwaukee","valparaiso","68.2",".452","10.9","20.0",".323",".533","21.7","36.7",".246"
"milwaukee","Sun, Feb 28, 2016","","Illinois-Chicago","Milwaukee","milwaukee","illinois-chicago","80.9",".615","13.0","20.0",".377",".507","13.3","20.0",".235"
"minnesota","Fri, Nov 13, 2015","","Missouri-Kansas City","Minnesota","minnesota","missouri-kansas-city","70.9",".564","16.9","20.0",".255",".419","18.3","32.4",".097"
"minnesota","Sun, Nov 15, 2015","","Louisiana-Monroe","Minnesota","minnesota","louisiana-monroe","73.5",".405","15.1","18.2",".345",".363","17.8","28.6",".177"
"minnesota","Fri, Nov 27, 2015","","Nebraska-Omaha","Minnesota","minnesota","nebraska-omaha","78.2",".577","10.3","30.6",".277",".527","11.9","34.1",".147"
"minnesota","Mon, Nov 30, 2015","","Clemson","Minnesota","minnesota","clemson","65.7",".591","8.1","37.9",".436",".667","15.4","20.8",".204"
"minnesota","Sat, Dec 5, 2015","","South Dakota","Minnesota","minnesota","south-dakota","69.1",".397","16.1","31.1",".397",".507","14.1","17.9",".183"
"minnesota","Tue, Dec 8, 2015","","South Dakota State","Minnesota","minnesota","south-dakota-state","70.8",".439","10.5","20.0",".351",".582","14.1","25.0",".213"
"minnesota","Wed, Dec 16, 2015","","Chicago State","Minnesota","minnesota","chicago-state","67.5",".463","10.5","28.6",".370",".385","15.9","23.5",".082"
"minnesota","Wed, Dec 23, 2015","","Milwaukee","Minnesota","minnesota","milwaukee","72.5",".477","13.8","18.4",".063",".551","17.9","25.0",".153"
"minnesota","Wed, Dec 30, 2015","@","Ohio State","Minnesota","minnesota","ohio-state","69.7",".414","10.5","20.5",".259",".553","15.3","27.3",".263"
"minnesota","Sat, Jan 2, 2016","","Michigan State (1)","Minnesota","minnesota","michigan-state","62.3",".377","3.9","27.3",".185",".531","14.7","34.6",".347"
"minnesota","Tue, Jan 5, 2016","@","Penn State","Minnesota","minnesota","penn-state","69.9",".635","20.8","19.0",".333",".573","11.6","29.6",".418"
"minnesota","Sat, Jan 9, 2016","","Northwestern","Minnesota","minnesota","northwestern","61.4",".446","17.4","8.0",".239",".670","18.0","30.0",".200"
"minnesota","Tue, Jan 12, 2016","@","Nebraska","Minnesota","minnesota","nebraska","69.0",".441","21.4","20.7",".275",".560","15.9","53.8",".328"
"minnesota","Sat, Jan 16, 2016","","Indiana","Minnesota","minnesota","indiana","73.0",".478","19.1","7.1",".413",".476","16.0","24.2",".159"
"minnesota","Wed, Jan 20, 2016","@","Michigan","Minnesota","minnesota","michigan","73.0",".475","14.2","14.7",".220",".437","7.6","18.4",".302"
"minnesota","Sat, Jan 23, 2016","","Illinois","Minnesota","minnesota","illinois","70.7",".471","13.9","15.9",".087",".484","16.3","20.0",".258"
"minnesota","Wed, Jan 27, 2016","","Purdue (21)","Minnesota","minnesota","purdue","70.5",".510","14.0","3.4",".212",".465","17.6","30.3",".263"
"minnesota","Sat, Jan 30, 2016","@","Indiana (19)","Minnesota","minnesota","indiana","71.2",".426","5.0","21.6",".147",".474","13.8","29.4",".351"
"minnesota","Thu, Feb 4, 2016","@","Northwestern","Minnesota","minnesota","northwestern","65.6",".375","12.8","22.2",".458",".648","11.4","19.2",".222"
"minnesota","Wed, Feb 10, 2016","","Michigan","Minnesota","minnesota","michigan","67.8",".500","9.5","21.9",".276",".673","12.9","8.0",".231"
"minnesota","Sun, Feb 14, 2016","@","Iowa (4)","Minnesota","minnesota","iowa","69.9",".431","9.8","31.7",".231",".474","10.2","28.1",".368"
"minnesota","Thu, Feb 18, 2016","","Maryland (6)","Minnesota","minnesota","maryland","73.5",".400","11.4","18.9",".333",".438","18.9","18.2",".250"
"minnesota","Tue, Feb 23, 2016","","Rutgers","Minnesota","minnesota","rutgers","78.9",".531","15.6","30.6",".215",".454","23.9","16.2",".222"
"minnesota","Sun, Feb 28, 2016","@","Illinois","Minnesota","minnesota","illinois","70.8",".508","20.5","34.5",".148",".673","15.8","9.5",".367"
"minnesota","Wed, Mar 2, 2016","","Wisconsin","Minnesota","minnesota","wisconsin","60.8",".365","17.3","28.1",".292",".529","14.7","26.7",".135"
"minnesota","Sat, Mar 5, 2016","@","Rutgers","Minnesota","minnesota","rutgers","73.9",".315","17.2","37.0",".082",".508","18.9","42.4",".254"
"mississippi-state","Fri, Nov 13, 2015","","Eastern Washington","Mississippi State","mississippi-state","eastern-washington","78.4",".659","14.5","43.5",".288",".554","11.8","25.7",".246"
"mississippi-state","Mon, Nov 16, 2015","","Southern","Mississippi State","mississippi-state","southern","73.7",".475","20.4","37.8",".250",".516","10.2","21.9",".194"
"mississippi-state","Sat, Nov 28, 2015","","Tennessee-Martin","Mississippi State","mississippi-state","tennessee-martin","62.8",".523","12.6","48.4",".123",".445","17.2","28.1",".036"
"mississippi-state","Wed, Dec 2, 2015","","Texas Southern","Mississippi State","mississippi-state","texas-southern","69.7",".590","9.1","30.8",".104",".508","14.6","40.6",".180"
"mississippi-state","Sat, Dec 12, 2015","@","Missouri-Kansas City","Mississippi State","mississippi-state","missouri-kansas-city","68.6",".427","13.5","36.4",".226",".590","20.7","27.3",".260"
"mississippi-state","Wed, Dec 16, 2015","@","Florida State","Mississippi State","mississippi-state","florida-state","78.9",".435","17.8","20.0",".194",".508","14.2","35.3",".413"
"mississippi-state","Sat, Dec 19, 2015","","Tulane","Mississippi State","mississippi-state","tulane","67.8",".445","10.7","20.0",".364",".443","12.0","21.1",".082"
"mississippi-state","Thu, Dec 31, 2015","","North Carolina Central","Mississippi State","mississippi-state","north-carolina-central","69.2",".574","14.3","16.7",".167",".271","13.4","37.5",".125"
"mississippi-state","Wed, Jan 6, 2016","","Texas A&M (21)","Mississippi State","mississippi-state","texas-am","62.3",".490","19.7","32.3",".245",".379","12.4","45.0",".226"
"mississippi-state","Sat, Jan 9, 2016","@","Arkansas","Mississippi State","mississippi-state","arkansas","74.3",".430","16.1","31.7",".203",".643","20.6","18.2",".179"
"mississippi-state","Tue, Jan 12, 2016","@","Kentucky (14)","Mississippi State","mississippi-state","kentucky","73.1",".588","24.7","12.0",".275",".591","20.1","34.6",".273"
"mississippi-state","Sat, Jan 16, 2016","","Tennessee","Mississippi State","mississippi-state","tennessee","68.5",".462","9.7","40.0",".212",".564","10.9","25.0",".327"
"mississippi-state","Tue, Jan 19, 2016","@","Florida","Mississippi State","mississippi-state","florida","77.4",".493","9.7","13.5",".179",".526","17.1","31.6",".345"
"mississippi-state","Sat, Jan 23, 2016","","Mississippi","Mississippi State","mississippi-state","mississippi","70.5",".630","18.5","24.0",".278",".460","12.0","35.1",".302"
"mississippi-state","Tue, Jan 26, 2016","@","South Carolina","Mississippi State","mississippi-state","south-carolina","78.7",".467","14.4","20.0",".279",".491","19.1","45.2",".466"
"mississippi-state","Sat, Jan 30, 2016","@","Missouri","Mississippi State","mississippi-state","missouri","70.8",".525","14.7","34.3",".197",".387","12.5","23.7",".226"
"mississippi-state","Tue, Feb 2, 2016","","Alabama","Mississippi State","mississippi-state","alabama","69.5",".486","13.3","33.3",".155",".560","21.4","35.3",".293"
"mississippi-state","Sat, Feb 6, 2016","@","Louisiana State","Mississippi State","mississippi-state","louisiana-state","71.3",".492","12.0","32.4",".182",".607","10.1","29.4",".230"
"mississippi-state","Tue, Feb 9, 2016","","Arkansas","Mississippi State","mississippi-state","arkansas","72.7",".569","21.3","33.3",".392",".229","9.0","28.6",".181"
"mississippi-state","Sat, Feb 13, 2016","","Georgia","Mississippi State","mississippi-state","georgia","69.2",".368","11.0","26.7",".103",".491","20.7","40.0",".241"
"mississippi-state","Tue, Feb 16, 2016","","Vanderbilt","Mississippi State","mississippi-state","vanderbilt","67.8",".543","9.6","15.6",".207",".525","9.3","24.3",".164"
"mississippi-state","Sat, Feb 20, 2016","@","Alabama","Mississippi State","mississippi-state","alabama","63.1",".557","15.6","22.6",".151",".481","15.2","34.4",".212"
"mississippi-state","Wed, Feb 24, 2016","@","Texas A&M (21)","Mississippi State","mississippi-state","texas-am","67.6",".558","21.0","16.7",".154",".500","13.2","26.5",".193"
"mississippi-state","Sat, Feb 27, 2016","","South Carolina","Mississippi State","mississippi-state","south-carolina","69.4",".527","17.0","31.3",".182",".417","24.3","39.5",".133"
"mississippi-state","Wed, Mar 2, 2016","@","Mississippi","Mississippi State","mississippi-state","mississippi","79.1",".525","21.0","26.5",".271",".500","17.1","28.6",".458"
"mississippi-state","Sat, Mar 5, 2016","","Auburn","Mississippi State","mississippi-state","auburn","76.3",".508","18.2","31.6",".258",".483","17.5","14.3",".153"
"mississippi-valley-state","Sat, Nov 14, 2015","@","Nebraska","Mississippi Valley State","mississippi-valley-state","nebraska","77.3",".284","21.7","26.2",".310",".632","17.2","37.9",".439"
"mississippi-valley-state","Thu, Nov 19, 2015","@","Air Force","Mississippi Valley State","mississippi-valley-state","air-force","71.0",".459","16.2","28.9",".131",".408","13.2","27.9",".267"
"mississippi-valley-state","Sat, Nov 21, 2015","@","New Mexico State","Mississippi Valley State","mississippi-valley-state","new-mexico-state","71.7",".275","10.8","21.2",".116",".600","12.7","31.0",".108"
"mississippi-valley-state","Mon, Nov 23, 2015","@","Grand Canyon","Mississippi Valley State","mississippi-valley-state","grand-canyon","70.6",".429","12.3","14.6",".367",".618","10.7","38.7",".147"
"mississippi-valley-state","Wed, Nov 25, 2015","@","Brigham Young","Mississippi Valley State","mississippi-valley-state","brigham-young","72.8",".477","12.7","20.6",".109",".527","17.2","33.3",".286"
"mississippi-valley-state","Sun, Nov 29, 2015","@","Tennessee Tech","Mississippi Valley State","mississippi-valley-state","tennessee-tech","79.5",".358","10.3","20.0",".239",".592","11.2","30.3",".239"
"mississippi-valley-state","Tue, Dec 1, 2015","@","Duquesne","Mississippi Valley State","mississippi-valley-state","duquesne","80.4",".474","15.0","26.7",".066",".543","10.7","33.3",".037"
"mississippi-valley-state","Thu, Dec 3, 2015","@","North Carolina Central","Mississippi Valley State","mississippi-valley-state","north-carolina-central","73.2",".561","18.8","21.4",".263",".625","21.0","45.5",".286"
"mississippi-valley-state","Sun, Dec 6, 2015","@","Seattle","Mississippi Valley State","mississippi-valley-state","seattle","84.1",".462","15.0","12.8",".167",".545","19.6","22.6",".164"
"mississippi-valley-state","Sat, Dec 12, 2015","@","Evansville","Mississippi Valley State","mississippi-valley-state","evansville","82.1",".336","18.3","13.3",".362",".471","9.3","37.0",".435"
"mississippi-valley-state","Tue, Dec 15, 2015","@","Northwestern","Mississippi Valley State","mississippi-valley-state","northwestern","73.0",".304","10.6","24.5",".087",".492","13.3","31.4",".317"
"mississippi-valley-state","Thu, Dec 17, 2015","@","North Texas","Mississippi Valley State","mississippi-valley-state","north-texas","78.9",".382","9.8","31.0",".264",".619","17.8","21.9",".237"
"mississippi-valley-state","Tue, Dec 29, 2015","@","Hawaii","Mississippi Valley State","mississippi-valley-state","hawaii","69.5",".331","16.9","30.2",".077",".618","21.8","40.0",".164"
"mississippi-valley-state","Mon, Jan 4, 2016","","Arkansas-Pine Bluff","Mississippi Valley State","mississippi-valley-state","arkansas-pine-bluff","70.5",".453","11.6","26.7",".125",".550","29.7","28.0",".100"
"mississippi-valley-state","Sat, Jan 9, 2016","@","Alabama State","Mississippi Valley State","mississippi-valley-state","alabama-state","72.9",".418","11.6","27.1",".178",".368","16.8","47.7",".368"
"mississippi-valley-state","Mon, Jan 11, 2016","@","Alabama A&M","Mississippi Valley State","mississippi-valley-state","alabama-am","64.5",".595","9.8","29.6",".172",".452","7.4","41.5",".254"
"mississippi-valley-state","Sat, Jan 16, 2016","","Alcorn State","Mississippi Valley State","mississippi-valley-state","alcorn-state","62.1",".470","16.6","20.0",".358",".463","19.5","30.6",".441"
"mississippi-valley-state","Mon, Jan 18, 2016","","Southern","Mississippi Valley State","mississippi-valley-state","southern","66.7",".426","18.9","16.7",".148",".492","6.9","23.7",".063"
"mississippi-valley-state","Sat, Jan 23, 2016","@","Texas Southern","Mississippi Valley State","mississippi-valley-state","texas-southern","72.7",".404","11.3","22.9",".074",".525","22.6","51.6",".220"
"mississippi-valley-state","Mon, Jan 25, 2016","@","Prairie View","Mississippi Valley State","mississippi-valley-state","prairie-view","77.5",".529","22.6","25.9",".431",".455","14.4","31.8",".197"
"mississippi-valley-state","Sat, Jan 30, 2016","","Jackson State","Mississippi Valley State","mississippi-valley-state","jackson-state","71.3",".444","19.4","17.2",".259",".576","13.2","22.6",".153"
"mississippi-valley-state","Mon, Feb 1, 2016","","Grambling","Mississippi Valley State","mississippi-valley-state","grambling","68.5",".500","15.6","32.1",".263",".397","14.1","26.3",".224"
"mississippi-valley-state","Sat, Feb 6, 2016","","Alabama State","Mississippi Valley State","mississippi-valley-state","alabama-state","69.5",".426","18.0","31.3",".296",".554","20.2","34.6",".196"
"mississippi-valley-state","Mon, Feb 8, 2016","","Alabama A&M","Mississippi Valley State","mississippi-valley-state","alabama-am","64.7",".480","20.1","46.2",".333",".455","14.6","32.3",".255"
"mississippi-valley-state","Sat, Feb 13, 2016","@","Alcorn State","Mississippi Valley State","mississippi-valley-state","alcorn-state","65.5",".509","16.6","16.1",".207",".532","19.3","31.3",".097"
"mississippi-valley-state","Mon, Feb 15, 2016","@","Southern","Mississippi Valley State","mississippi-valley-state","southern","77.2",".381","14.1","26.8",".254",".623","11.4","31.0",".159"
"mississippi-valley-state","Sat, Feb 20, 2016","","Texas Southern","Mississippi Valley State","mississippi-valley-state","texas-southern","74.8",".477","17.1","18.8",".077",".625","9.9","29.6",".383"
"mississippi-valley-state","Mon, Feb 22, 2016","","Prairie View","Mississippi Valley State","mississippi-valley-state","prairie-view","66.8",".426","19.2","36.7",".278",".510","21.9","30.8",".216"
"mississippi-valley-state","Sat, Feb 27, 2016","@","Jackson State","Mississippi Valley State","mississippi-valley-state","jackson-state","74.1",".308","18.0","25.0",".200",".379","20.9","42.1",".152"
"mississippi-valley-state","Mon, Feb 29, 2016","@","Grambling","Mississippi Valley State","mississippi-valley-state","grambling","70.6",".418","21.8","27.3",".347",".363","18.1","18.4",".392"
"mississippi-valley-state","Sat, Mar 5, 2016","@","Arkansas-Pine Bluff","Mississippi Valley State","mississippi-valley-state","arkansas-pine-bluff","72.5",".491","19.6","30.3",".263",".533","20.0","43.3",".233"
"mississippi","Fri, Nov 13, 2015","","Northwestern State","Mississippi","mississippi","northwestern-state","75.1",".541","13.0","35.5",".393",".414","10.2","31.7",".257"
"mississippi","Mon, Nov 16, 2015","","Georgia Southern","Mississippi","mississippi","georgia-southern","78.0",".382","11.3","38.9",".727",".396","13.2","27.3",".284"
"mississippi","Wed, Nov 25, 2015","","Georgia State","Mississippi","mississippi","georgia-state","62.0",".545","20.4","47.6",".455",".471","13.1","15.6",".216"
"mississippi","Sat, Nov 28, 2015","@","Bradley","Mississippi","mississippi","bradley","72.0",".441","19.8","44.1",".254",".468","31.6","25.9",".213"
"mississippi","Sat, Dec 5, 2015","@","Massachusetts","Mississippi","mississippi","massachusetts","68.9",".509","15.3","42.9",".304",".456","16.1","29.7",".211"
"mississippi","Sat, Dec 12, 2015","@","Southeast Missouri State","Mississippi","mississippi","southeast-missouri-state","76.9",".393","10.6","37.5",".213",".461","20.1","10.8",".333"
"mississippi","Tue, Dec 15, 2015","","Louisiana Tech","Mississippi","mississippi","louisiana-tech","75.7",".662","13.0","32.1",".200",".500","13.2","27.3",".290"
"mississippi","Fri, Dec 18, 2015","@","Memphis","Mississippi","mississippi","memphis","77.8",".500","11.3","30.6",".371",".421","15.9","43.2",".413"
"mississippi","Tue, Dec 22, 2015","","Troy","Mississippi","mississippi","troy","74.5",".479","16.7","28.9",".211",".523","20.8","29.4",".185"
"mississippi","Sat, Jan 2, 2016","@","Kentucky (10)","Mississippi","mississippi","kentucky","68.9",".430","19.6","34.5",".360",".553","13.8","53.1",".152"
"mississippi","Thu, Jan 7, 2016","","Alabama","Mississippi","mississippi","alabama","69.6",".455","15.8","39.4",".436",".541","25.0","28.6",".265"
"mississippi","Sat, Jan 9, 2016","","Georgia","Mississippi","mississippi","georgia","76.9",".414","16.0","29.7",".414",".422","16.1","29.3",".379"
"mississippi","Wed, Jan 13, 2016","@","Louisiana State","Mississippi","mississippi","louisiana-state","73.9",".540","13.4","22.9",".226",".630","14.0","25.9",".407"
"mississippi","Sat, Jan 16, 2016","","Florida","Mississippi","mississippi","florida","72.0",".491","14.0","16.1",".286",".578","18.8","35.5",".412"
"mississippi","Tue, Jan 19, 2016","","South Carolina (24)","Mississippi","mississippi","south-carolina","69.1",".475","12.1","24.3",".262",".452","16.5","34.4",".339"
"mississippi","Sat, Jan 23, 2016","@","Mississippi State","Mississippi","mississippi","mississippi-state","70.5",".460","12.0","35.1",".302",".630","18.5","24.0",".278"
"mississippi","Wed, Jan 27, 2016","","Auburn","Mississippi","mississippi","auburn","67.5",".532","10.2","39.4",".226",".463","15.9","26.7",".241"
"mississippi","Sat, Jan 30, 2016","@","Kansas State","Mississippi","mississippi","kansas-state","73.2",".464","21.1","22.6",".214",".490","22.2","37.0",".400"
"mississippi","Wed, Feb 3, 2016","@","Missouri","Mississippi","mississippi","missouri","68.9",".558","21.6","34.4",".346",".519","17.0","24.2",".365"
"mississippi","Sat, Feb 6, 2016","","Vanderbilt","Mississippi","mississippi","vanderbilt","81.4",".433","10.7","30.0",".403",".535","21.6","26.5",".298"
"mississippi","Tue, Feb 9, 2016","@","Florida","Mississippi","mississippi","florida","73.1",".510","20.2","23.3",".392",".544","18.3","31.3",".263"
