"Team_ID","Date","Var.5","Opponent","School","School_url","Opponent_url","Pace","EFG","TOV","ORB","FTFGA","O_EFG","O_TOV","O_ORB","O_FTFGA"
"alabama-state","Mon, Feb 29, 2016","@","Texas Southern","Alabama State","alabama-state","texas-southern","76.7",".543","12.8","26.3",".159",".672","16.3","34.5",".310"
"alabama-state","Thu, Mar 3, 2016","","Jackson State","Alabama State","alabama-state","jackson-state","71.7",".518","15.9","17.2",".255",".310","12.0","26.1",".238"
"alabama-state","Sat, Mar 5, 2016","","Grambling","Alabama State","alabama-state","grambling","63.9",".447","18.6","39.4",".140",".433","15.2","26.7",".250"
"alabama","Fri, Nov 13, 2015","","Kennesaw State","Alabama","alabama","kennesaw-state","73.1",".544","14.8","25.7",".263",".409","19.4","27.0",".345"
"alabama","Tue, Nov 17, 2015","@","Dayton","Alabama","alabama","dayton","74.5",".342","23.7","23.3",".158",".542","19.7","40.6",".250"
"alabama","Fri, Nov 20, 2015","","Louisiana-Lafayette","Alabama","alabama","louisiana-lafayette","80.8",".669","12.9","16.7",".441",".549","16.0","37.5",".426"
"alabama","Fri, Dec 4, 2015","@","Southern Mississippi","Alabama","alabama","southern-mississippi","65.7",".563","26.2","4.5",".325",".457","17.9","19.4",".034"
"alabama","Sun, Dec 13, 2015","@","Clemson","Alabama","alabama","clemson","59.0",".402","19.2","47.4",".033",".417","16.9","27.6",".208"
"alabama","Wed, Dec 16, 2015","","Winthrop","Alabama","alabama","winthrop","66.1",".565","17.5","32.3",".204",".420","14.8","21.6",".232"
"alabama","Tue, Dec 29, 2015","","Jacksonville State","Alabama","alabama","jacksonville-state","63.7",".424","16.7","31.3",".609",".414","20.1","28.9",".094"
"alabama","Sat, Jan 2, 2016","","Norfolk State","Alabama","alabama","norfolk-state","61.9",".573","17.8","21.7",".271",".407","16.1","22.9",".093"
"alabama","Thu, Jan 7, 2016","@","Mississippi","Alabama","alabama","mississippi","69.6",".541","25.0","28.6",".265",".455","15.8","39.4",".436"
"alabama","Sat, Jan 9, 2016","","Kentucky (9)","Alabama","alabama","kentucky","63.0",".413","8.6","20.6",".346",".569","13.5","44.8",".373"
"alabama","Wed, Jan 13, 2016","","South Carolina (19)","Alabama","alabama","south-carolina","66.0",".598","19.9","38.5",".235",".387","21.9","34.3",".170"
"alabama","Sat, Jan 16, 2016","@","Vanderbilt","Alabama","alabama","vanderbilt","65.8",".538","16.5","28.1",".135",".500","8.5","14.3",".449"
"alabama","Tue, Jan 19, 2016","@","Auburn","Alabama","alabama","auburn","74.7",".483","12.1","25.7",".317",".491","13.0","30.6",".500"
"alabama","Sat, Jan 23, 2016","","Louisiana State","Alabama","alabama","louisiana-state","65.3",".500","14.2","31.6",".207",".525","13.3","34.4",".169"
"alabama","Tue, Jan 26, 2016","","Tennessee","Alabama","alabama","tennessee","73.3",".433","19.6","32.4",".183",".400","19.2","22.9",".077"
"alabama","Sat, Jan 30, 2016","@","South Carolina","Alabama","alabama","south-carolina","74.4",".383","17.4","25.6",".300",".417","11.1","42.6",".467"
"alabama","Tue, Feb 2, 2016","@","Mississippi State","Alabama","alabama","mississippi-state","69.5",".560","21.4","35.3",".293",".486","13.3","33.3",".155"
"alabama","Sat, Feb 6, 2016","","Missouri","Alabama","alabama","missouri","68.0",".557","15.1","43.8",".396",".447","11.8","25.8",".351"
"alabama","Wed, Feb 10, 2016","","Texas A&M (15)","Alabama","alabama","texas-am","61.3",".473","15.1","39.4",".200",".511","19.1","26.9",".356"
"alabama","Sat, Feb 13, 2016","@","Florida","Alabama","alabama","florida","68.1",".470","14.2","9.7",".280",".310","13.8","43.5",".254"
"alabama","Wed, Feb 17, 2016","@","Louisiana State","Alabama","alabama","louisiana-state","68.1",".565","18.4","29.0",".278",".430","6.5","25.6",".351"
"alabama","Sat, Feb 20, 2016","","Mississippi State","Alabama","alabama","mississippi-state","63.1",".481","15.2","34.4",".212",".557","15.6","22.6",".151"
"alabama","Tue, Feb 23, 2016","@","Kentucky (16)","Alabama","alabama","kentucky","62.9",".417","17.7","20.0",".271",".475","5.3","36.1",".373"
"alabama","Sat, Feb 27, 2016","","Auburn","Alabama","alabama","auburn","69.8",".444","16.3","30.6",".315",".479","23.4","25.8",".255"
"alabama","Wed, Mar 2, 2016","","Arkansas","Alabama","alabama","arkansas","60.0",".511","15.4","24.0",".333",".440","8.5","33.3",".190"
"alabama","Sat, Mar 5, 2016","@","Georgia","Alabama","alabama","georgia","64.9",".500","11.6","21.9",".189",".415","17.3","46.9",".491"
"albany-ny","Fri, Nov 13, 2015","@","Kentucky (2)","Albany (NY)","albany-ny","kentucky","69.9",".440","17.1","34.4",".241",".620","23.9","50.0",".320"
"albany-ny","Mon, Nov 16, 2015","@","Boston University","Albany (NY)","albany-ny","boston-university","70.0",".381","14.5","37.1",".322",".556","20.1","20.7",".167"
"albany-ny","Thu, Nov 19, 2015","","Colgate","Albany (NY)","albany-ny","colgate","71.2",".636","16.4","30.8",".327",".510","25.2","34.5",".294"
"albany-ny","Sat, Nov 21, 2015","","SUNY-Oneonta","Albany (NY)","albany-ny","suny-oneonta","73.4",NA,NA,NA,NA,".570","12.0","41.4",".474"
"albany-ny","Tue, Nov 24, 2015","@","South Florida","Albany (NY)","albany-ny","south-florida","64.7",".394","13.3","35.1",".385",".449","14.2","35.3",".169"
"albany-ny","Fri, Nov 27, 2015","","NJIT","Albany (NY)","albany-ny","njit","67.7",".574","21.0","45.0",".426",".525","13.4","25.0",".167"
"albany-ny","Sun, Nov 29, 2015","","Yale","Albany (NY)","albany-ny","yale","69.9",".645","9.6","16.0",".309",".362","17.0","30.2",".207"
"albany-ny","Tue, Dec 1, 2015","@","Quinnipiac","Albany (NY)","albany-ny","quinnipiac","64.3",".361","15.3","38.9",".352",".350","12.0","47.6",".071"
"albany-ny","Sat, Dec 5, 2015","@","Holy Cross","Albany (NY)","albany-ny","holy-cross","64.8",".555","15.0","36.0",".491",".593","13.0","13.8",".237"
"albany-ny","Wed, Dec 9, 2015","@","Marist","Albany (NY)","albany-ny","marist","69.0",".544","18.2","42.4",".228",".422","19.2","13.9",".196"
"albany-ny","Sat, Dec 12, 2015","@","Siena","Albany (NY)","albany-ny","siena","70.5",".427","15.2","35.1",".274",".570","13.2","34.6",".228"
"albany-ny","Sat, Dec 19, 2015","","Saint Francis (PA)","Albany (NY)","albany-ny","saint-francis-pa","65.9",".400","9.0","35.3",".283",".500","20.1","18.5",".074"
"albany-ny","Wed, Dec 23, 2015","","Niagara","Albany (NY)","albany-ny","niagara","60.7",".543","18.1","36.0",".326",".445","14.5","21.4",".127"
"albany-ny","Tue, Dec 29, 2015","@","St. Francis (NY)","Albany (NY)","albany-ny","st-francis-ny","64.3",".600","20.5","17.4",".378",".483","14.5","33.3",".133"
"albany-ny","Sat, Jan 2, 2016","@","Cornell","Albany (NY)","albany-ny","cornell","71.1",".480","21.1","41.7",".510",".460","10.0","25.0",".190"
"albany-ny","Wed, Jan 6, 2016","","Maryland-Baltimore County","Albany (NY)","albany-ny","maryland-baltimore-county","63.3",".559","17.5","44.0",".314",".500","20.2","25.0",".180"
"albany-ny","Sat, Jan 9, 2016","@","Vermont","Albany (NY)","albany-ny","vermont","64.8",".430","10.5","33.3",".351",".455","16.7","22.2",".127"
"albany-ny","Tue, Jan 12, 2016","","New Hampshire","Albany (NY)","albany-ny","new-hampshire","71.9",".467","16.1","20.0",".377",".575","25.5","7.4",".264"
"albany-ny","Fri, Jan 15, 2016","@","Maine","Albany (NY)","albany-ny","maine","70.2",".518","17.9","44.4",".375",".638","17.9","36.7",".121"
"albany-ny","Mon, Jan 18, 2016","","Binghamton","Albany (NY)","albany-ny","binghamton","62.6",".652","20.1","46.7",".435",".500","18.5","29.0",".113"
"albany-ny","Fri, Jan 22, 2016","@","Stony Brook","Albany (NY)","albany-ny","stony-brook","67.8",".427","13.6","21.9",".291",".484","14.7","37.8",".164"
"albany-ny","Wed, Jan 27, 2016","","Massachusetts-Lowell","Albany (NY)","albany-ny","massachusetts-lowell","71.9",".530","18.3","17.9",".440",".481","21.6","27.6",".226"
"albany-ny","Sat, Jan 30, 2016","@","Hartford","Albany (NY)","albany-ny","hartford","72.3",".578","14.8","29.4",".328",".403","10.6","7.3",".161"
"albany-ny","Wed, Feb 3, 2016","@","Maryland-Baltimore County","Albany (NY)","albany-ny","maryland-baltimore-county","76.2",".527","20.3","30.8",".357",".482","16.4","12.5",".339"
"albany-ny","Sat, Feb 6, 2016","","Vermont","Albany (NY)","albany-ny","vermont","67.1",".481","8.1","30.3",".481",".575","15.5","10.3",".189"
"albany-ny","Mon, Feb 8, 2016","@","Binghamton","Albany (NY)","albany-ny","binghamton","63.7",".556","17.9","20.0",".422",".402","13.4","28.2",".196"
"albany-ny","Thu, Feb 11, 2016","@","New Hampshire","Albany (NY)","albany-ny","new-hampshire","63.7",".473","13.6","36.7",".268",".525","16.9","40.6",".119"
"albany-ny","Sun, Feb 14, 2016","","Maine","Albany (NY)","albany-ny","maine","85.5",".627","14.7","39.3",".268",".405","19.3","7.7",".206"
"albany-ny","Wed, Feb 17, 2016","","Stony Brook","Albany (NY)","albany-ny","stony-brook","74.0",".613","21.3","33.3",".321",".424","14.8","35.1",".212"
"albany-ny","Wed, Feb 24, 2016","@","Massachusetts-Lowell","Albany (NY)","albany-ny","massachusetts-lowell","73.3",".493","11.0","45.9",".208",".450","14.2","15.8",".117"
"albany-ny","Sat, Feb 27, 2016","","Hartford","Albany (NY)","albany-ny","hartford","70.2",".508","17.0","46.4",".254",".427","14.5","17.1",".097"
"albany-ny","Wed, Mar 2, 2016","","Hartford","Albany (NY)","albany-ny","hartford","59.3",".390","10.6","43.6",".220",".560","12.5","17.9",".240"
"alcorn-state","Thu, Nov 19, 2015","@","Grand Canyon","Alcorn State","alcorn-state","grand-canyon","74.6",".325","21.5","18.4",".117",".531","19.8","34.5",".551"
"alcorn-state","Sun, Nov 22, 2015","@","Texas-El Paso","Alcorn State","alcorn-state","texas-el-paso","76.2",".411","19.2","31.0",".242",".557","11.1","20.0",".328"
"alcorn-state","Tue, Nov 24, 2015","@","Portland","Alcorn State","alcorn-state","portland","72.6",".413","20.1","47.2",".206",".659","9.8","34.5",".152"
"alcorn-state","Mon, Nov 30, 2015","@","Indiana","Alcorn State","alcorn-state","indiana","71.5",".463","14.2","34.2",".119",".802","14.8","52.4",".328"
"alcorn-state","Sat, Dec 5, 2015","@","Mercer","Alcorn State","alcorn-state","mercer","61.5",".326","16.7","12.9",".283",".556","18.0","31.8",".400"
"alcorn-state","Mon, Dec 14, 2015","","Blue Mountain College","Alcorn State","alcorn-state","blue-mountain-college","63.0",NA,NA,NA,NA,".533","20.6","40.9",".444"
"alcorn-state","Mon, Dec 21, 2015","@","Tennessee-Martin","Alcorn State","alcorn-state","tennessee-martin","69.5",".278","17.4","29.7",".315",".500","17.2","37.1",".129"
"alcorn-state","Wed, Dec 30, 2015","","Louisiana College","Alcorn State","alcorn-state","louisiana-college","70.6",NA,NA,NA,NA,".517","13.8","35.1",".339"
"alcorn-state","Sat, Jan 2, 2016","@","Prairie View","Alcorn State","alcorn-state","prairie-view","70.7",".592","23.5","33.3",".306",".500","18.7","31.3",".273"
"alcorn-state","Mon, Jan 4, 2016","@","Texas Southern","Alcorn State","alcorn-state","texas-southern","68.0",".331","8.3","32.6",".155",".500","14.3","40.6",".321"
"alcorn-state","Sat, Jan 9, 2016","","Jackson State","Alcorn State","alcorn-state","jackson-state","66.6",".443","16.3","32.5",".129",".524","5.1","28.1",".222"
"alcorn-state","Mon, Jan 11, 2016","","Grambling","Alcorn State","alcorn-state","grambling","67.3",".491","19.4","34.4",".273",".431","20.3","12.0",".611"
"alcorn-state","Sat, Jan 16, 2016","@","Mississippi Valley State","Alcorn State","alcorn-state","mississippi-valley-state","62.1",".463","19.5","30.6",".441",".470","16.6","20.0",".358"
"alcorn-state","Mon, Jan 18, 2016","@","Arkansas-Pine Bluff","Alcorn State","alcorn-state","arkansas-pine-bluff","67.3",".522","19.5","52.4",".543",".489","19.6","22.7",".404"
"alcorn-state","Sat, Jan 23, 2016","","Alabama A&M","Alcorn State","alcorn-state","alabama-am","64.6",".402","15.9","34.2",".230",".531","18.1","26.9",".146"
"alcorn-state","Mon, Jan 25, 2016","","Alabama State","Alcorn State","alcorn-state","alabama-state","66.8",".529","16.0","26.1",".451",".436","10.6","39.4",".436"
"alcorn-state","Sat, Jan 30, 2016","@","Southern","Alcorn State","alcorn-state","southern","66.1",".500","15.4","28.9",".049",".526","8.2","29.0",".263"
"alcorn-state","Sat, Feb 6, 2016","@","Jackson State","Alcorn State","alcorn-state","jackson-state","65.2",".539","19.0","36.0",".333",".415","11.5","37.8",".254"
"alcorn-state","Mon, Feb 8, 2016","@","Grambling","Alcorn State","alcorn-state","grambling","65.3",".566","20.1","13.0",".605",".479","16.7","17.9",".354"
"alcorn-state","Sat, Feb 13, 2016","","Mississippi Valley State","Alcorn State","alcorn-state","mississippi-valley-state","65.5",".532","19.3","31.3",".097",".509","16.6","16.1",".207"
"alcorn-state","Mon, Feb 15, 2016","","Arkansas-Pine Bluff","Alcorn State","alcorn-state","arkansas-pine-bluff","66.2",".670","16.0","28.0",".455",".348","10.6","43.2",".174"
"alcorn-state","Sat, Feb 20, 2016","@","Alabama A&M","Alcorn State","alcorn-state","alabama-am","58.4",".595","15.4","31.6",".286",".434","13.2","17.9",".226"
"alcorn-state","Mon, Feb 22, 2016","@","Alabama State","Alcorn State","alcorn-state","alabama-state","70.9",".400","22.2","28.9",".400",".500","13.9","29.0",".217"
"alcorn-state","Sat, Feb 27, 2016","","Southern","Alcorn State","alcorn-state","southern","70.6",".414","15.0","41.7",".266",".470","22.2","17.4",".180"
"alcorn-state","Thu, Mar 3, 2016","","Prairie View","Alcorn State","alcorn-state","prairie-view","71.9",".578","23.5","50.0",".431",".377","13.1","30.6",".295"
"alcorn-state","Sat, Mar 5, 2016","","Texas Southern","Alcorn State","alcorn-state","texas-southern","64.3",".459","10.8","25.0",".164",".592","10.3","27.6",".367"
"american","Fri, Nov 13, 2015","@","Rhode Island","American","american","rhode-island","62.5",".370","23.6","25.0",".174",".565","17.9","38.5",".283"
"american","Tue, Nov 17, 2015","","Hampton","American","american","hampton","62.4",".439","22.2","29.6",".102",".490","19.6","30.4",".265"
"american","Sat, Nov 21, 2015","@","Saint Francis (PA)","American","american","saint-francis-pa","63.0",".394","16.5","19.4",".234",".465","10.6","36.7",".263"
"american","Wed, Nov 25, 2015","@","Virginia Commonwealth","American","american","virginia-commonwealth","65.0",".486","32.3","8.0",".216",".443","9.8","40.0",".295"
"american","Sat, Nov 28, 2015","@","New Hampshire","American","american","new-hampshire","63.0",".557","9.0","15.6",".170",".375","17.9","13.3",".386"
"american","Tue, Dec 1, 2015","@","Mount St. Mary's","American","american","mount-st-marys","64.6",".469","27.6","40.7",".204",".634","15.1","36.0",".179"
"american","Fri, Dec 4, 2015","@","Youngstown State","American","american","youngstown-state","60.4",".528","13.9","28.0",".075",".491","18.9","23.1",".036"
"american","Sun, Dec 6, 2015","@","Wagner","American","american","wagner","67.6",".391","26.2","24.1",".261",".333","19.8","31.4",".298"
"american","Thu, Dec 17, 2015","","Stony Brook","American","american","stony-brook","69.4",".596","18.9","4.5",".115",".664","17.1","28.6",".236"
"american","Sun, Dec 20, 2015","","Maryland-Eastern Shore","American","american","maryland-eastern-shore","64.6",".679","29.9","11.8",".167",".620","15.0","37.0",".222"
"american","Tue, Dec 22, 2015","@","Louisiana State","American","american","louisiana-state","61.7",".511","29.6","27.3",".111",".644","10.6","27.8",".231"
"american","Wed, Dec 30, 2015","@","Loyola (MD)","American","american","loyola-md","64.8",".500","11.6","14.3",".340",".600","20.7","26.3",".675"
"american","Sun, Jan 3, 2016","","Colgate","American","american","colgate","53.1",".400","26.0","23.1",".125",".593","20.4","22.7",".116"
"american","Wed, Jan 6, 2016","@","Bucknell","American","american","bucknell","62.2",".397","14.9","32.4",".138",".479","10.2","29.6",".574"
"american","Sat, Jan 9, 2016","","Lehigh","American","american","lehigh","64.2",".435","20.1","17.6",".056",".500","17.0","28.0",".327"
"american","Wed, Jan 13, 2016","","Boston University","American","american","boston-university","61.6",".439","20.4","24.1",".143",".510","14.7","25.8",".250"
"american","Sun, Jan 17, 2016","@","Army","American","american","army","58.9",".394","17.4","14.3",".170",".455","9.9","44.8",".273"
"american","Wed, Jan 20, 2016","@","Lafayette","American","american","lafayette","60.8",".630","13.4","30.4",".360",".690","23.1","27.8",".357"
"american","Wed, Jan 27, 2016","@","Navy","American","american","navy","62.3",".521","19.5","26.9",".298",".478","18.0","12.5",".304"
"american","Sat, Jan 30, 2016","@","Colgate","American","american","colgate","59.6",".556","23.6","9.1",".389",".488","26.2","17.4",".163"
"american","Mon, Feb 1, 2016","","Holy Cross","American","american","holy-cross","58.8",".478","15.9","17.4",".333",".380","15.0","27.3",".140"
"american","Wed, Feb 3, 2016","","Bucknell","American","american","bucknell","65.1",".625","20.3","13.0",".475",".373","16.1","21.2",".333"
"american","Sat, Feb 6, 2016","@","Lehigh","American","american","lehigh","66.3",".389","19.5","17.2",".130",".596","16.9","23.1",".070"
"american","Wed, Feb 10, 2016","@","Boston University","American","american","boston-university","62.6",".448","22.4","19.2",".167",".619","23.5","30.0",".452"
"american","Sat, Feb 13, 2016","","Army","American","american","army","64.1",".447","12.7","20.6",".140",".500","19.1","34.5",".300"
"american","Wed, Feb 17, 2016","","Lafayette","American","american","lafayette","56.0",".490","15.8","29.6",".196",".443","10.2","15.6",".226"
"american","Sun, Feb 21, 2016","@","Holy Cross","American","american","holy-cross","64.7",".523","20.3","16.0",".568",".415","13.4","27.3",".491"
"american","Wed, Feb 24, 2016","","Navy","American","american","navy","67.9",".640","19.2","13.6",".395",".500","19.0","29.4",".226"
