"Team_ID","Date","Network","Type","Var.5","Opponent","Conf","Var.8"
"mount-st-marys","Tue, Dec 1, 2015","","REG","","American","Patriot","W"
"mount-st-marys","Sat, Dec 5, 2015","","REG","","Loyola (MD)","Patriot","W"
"mount-st-marys","Tue, Dec 8, 2015","","REG","","Bucknell","Patriot","W"
"mount-st-marys","Sat, Dec 12, 2015","","REG","@","Maryland-Baltimore County","AEC","L"
"mount-st-marys","Sat, Dec 19, 2015","","REG","@","Lehigh","Patriot","L"
"mount-st-marys","Tue, Dec 22, 2015","","REG","@","James Madison","CAA","L"
"mount-st-marys","Tue, Dec 29, 2015","","REG","@","Binghamton","AEC","L"
"mount-st-marys","Sat, Jan 2, 2016","","REG","","Long Island University","NEC","W"
"mount-st-marys","Mon, Jan 4, 2016","","REG","","St. Francis (NY)","NEC","W"
"mount-st-marys","Thu, Jan 7, 2016","","REG","","Central Connecticut State","NEC","W"
"mount-st-marys","Sat, Jan 9, 2016","","REG","","Bryant","NEC","L"
"mount-st-marys","Thu, Jan 14, 2016","","REG","@","Robert Morris","NEC","W"
"mount-st-marys","Sat, Jan 16, 2016","","REG","@","Saint Francis (PA)","NEC","W"
"mount-st-marys","Thu, Jan 21, 2016","","REG","@","Sacred Heart","NEC","L"
"mount-st-marys","Sun, Jan 24, 2016","","REG","@","Fairleigh Dickinson","NEC","W"
"mount-st-marys","Thu, Jan 28, 2016","","REG","","Robert Morris","NEC","W"
"mount-st-marys","Sat, Jan 30, 2016","","REG","","Wagner","NEC","L"
"mount-st-marys","Thu, Feb 4, 2016","","REG","@","Long Island University","NEC","L"
"mount-st-marys","Sat, Feb 6, 2016","","REG","@","Wagner","NEC","L"
"mount-st-marys","Thu, Feb 11, 2016","","REG","","Sacred Heart","NEC","W"
"mount-st-marys","Sat, Feb 13, 2016","","REG","","Saint Francis (PA)","NEC","W"
"mount-st-marys","Thu, Feb 18, 2016","","REG","@","Central Connecticut State","NEC","L"
"mount-st-marys","Sat, Feb 20, 2016","","REG","@","Bryant","NEC","W"
"mount-st-marys","Thu, Feb 25, 2016","","REG","","Fairleigh Dickinson","NEC","L"
"mount-st-marys","Sat, Feb 27, 2016","","REG","@","St. Francis (NY)","NEC","L"
"mount-st-marys","Wed, Mar 2, 2016","","REG","@","St. Francis (NY)","NEC","W"
"mount-st-marys","Sat, Mar 5, 2016","","REG","@","Fairleigh Dickinson","NEC","L"
"murray-state","Fri, Nov 13, 2015","","REG","","Harris-Stowe","","W"
"murray-state","Tue, Nov 17, 2015","","REG","","Middle Tennessee","CUSA","W"
"murray-state","Fri, Nov 20, 2015","","REG","@","Georgia","SEC","L"
"murray-state","Mon, Nov 23, 2015","","REG","N","Milwaukee","Horizon","W"
"murray-state","Tue, Nov 24, 2015","","REG","N","Pepperdine","WCC","W"
"murray-state","Wed, Nov 25, 2015","","REG","N","Weber State","Big Sky","L"
"murray-state","Sat, Nov 28, 2015","","REG","","Alabama A&M","SWAC","W"
"murray-state","Wed, Dec 2, 2015","","REG","@","Houston","AAC","L"
"murray-state","Sat, Dec 5, 2015","","REG","","Evansville","MVC","L"
"murray-state","Sun, Dec 13, 2015","","REG","@","Illinois State","MVC","L"
"murray-state","Fri, Dec 18, 2015","","REG","","Southern Illinois","MVC","L"
"murray-state","Tue, Dec 22, 2015","","REG","@","Wright State","Horizon","L"
"murray-state","Wed, Dec 30, 2015","","REG","","Brescia","","W"
"murray-state","Sat, Jan 2, 2016","","REG","","Morehead State","OVC","W"
"murray-state","Thu, Jan 7, 2016","","REG","","Tennessee Tech","OVC","L"
"murray-state","Sat, Jan 9, 2016","","REG","","Jacksonville State","OVC","W"
"murray-state","Thu, Jan 14, 2016","","REG","@","Belmont","OVC","L"
"murray-state","Sat, Jan 16, 2016","","REG","@","Tennessee State","OVC","L"
"murray-state","Thu, Jan 21, 2016","","REG","","Eastern Illinois","OVC","W"
"murray-state","Sat, Jan 23, 2016","","REG","","Southern Illinois-Edwardsville","OVC","W"
"murray-state","Wed, Jan 27, 2016","","REG","@","Eastern Kentucky","OVC","W"
"murray-state","Sat, Jan 30, 2016","","REG","@","Tennessee-Martin","OVC","L"
"murray-state","Thu, Feb 4, 2016","","REG","@","Southeast Missouri State","OVC","W"
"murray-state","Sat, Feb 6, 2016","","REG","","Austin Peay","OVC","L"
"murray-state","Thu, Feb 11, 2016","","REG","@","Southern Illinois-Edwardsville","OVC","W"
"murray-state","Sat, Feb 13, 2016","","REG","","Southeast Missouri State","OVC","W"
"murray-state","Sat, Feb 20, 2016","","REG","@","Austin Peay","OVC","W"
"murray-state","Thu, Feb 25, 2016","","REG","@","Eastern Illinois","OVC","L"
"murray-state","Sat, Feb 27, 2016","","REG","","Tennessee-Martin","OVC","W"
"murray-state","Wed, Mar 2, 2016","","REG","N","Eastern Illinois","OVC","W"
"murray-state","Thu, Mar 3, 2016","","REG","N","Morehead State","OVC","L"
"navy","Fri, Nov 13, 2015","","REG","","Florida","SEC","L"
"navy","Mon, Nov 16, 2015","","REG","","College of Charleston","CAA","L"
"navy","Thu, Nov 19, 2015","","REG","@","South Carolina Upstate","A-Sun","W"
"navy","Sun, Nov 22, 2015","","REG","","Goucher","","W"
"navy","Wed, Nov 25, 2015","","REG","@","Maryland-Baltimore County","AEC","W"
"navy","Fri, Nov 27, 2015","","REG","@","North Carolina-Greensboro","Southern","W"
"navy","Sat, Nov 28, 2015","","REG","N","Jacksonville","A-Sun","W"
"navy","Sun, Nov 29, 2015","","REG","N","IPFW","Summit","W"
"navy","Wed, Dec 2, 2015","","REG","@","Pennsylvania","Ivy","W"
"navy","Mon, Dec 7, 2015","","REG","N","Oregon (24)","Pac-12","L"
"navy","Sat, Dec 12, 2015","","REG","@","Virginia Military Institute","Southern","W"
"navy","Mon, Dec 14, 2015","","REG","","South Carolina Upstate","A-Sun","L"
"navy","Tue, Dec 22, 2015","","REG","","Furman","Southern","W"
"navy","Wed, Dec 30, 2015","","REG","@","Bucknell","Patriot","L"
"navy","Sat, Jan 2, 2016","","REG","","Holy Cross","Patriot","W"
"navy","Wed, Jan 6, 2016","","REG","@","Boston University","Patriot","W"
"navy","Sat, Jan 9, 2016","","REG","@","Colgate","Patriot","W"
"navy","Wed, Jan 13, 2016","","REG","","Loyola (MD)","Patriot","W"
"navy","Sat, Jan 16, 2016","","REG","","Lafayette","Patriot","W"
"navy","Wed, Jan 20, 2016","","REG","@","Lehigh","Patriot","W"
"navy","Wed, Jan 27, 2016","","REG","","American","Patriot","L"
"navy","Sat, Jan 30, 2016","","REG","@","Holy Cross","Patriot","L"
"navy","Mon, Feb 1, 2016","","REG","@","Army","Patriot","W"
"navy","Wed, Feb 3, 2016","","REG","","Boston University","Patriot","L"
"navy","Sat, Feb 6, 2016","","REG","","Colgate","Patriot","L"
"navy","Wed, Feb 10, 2016","","REG","@","Loyola (MD)","Patriot","W"
"navy","Sat, Feb 13, 2016","","REG","@","Lafayette","Patriot","W"
"navy","Wed, Feb 17, 2016","","REG","","Lehigh","Patriot","L"
"navy","Sat, Feb 20, 2016","","REG","","Army","Patriot","L"
"navy","Wed, Feb 24, 2016","","REG","@","American","Patriot","L"
"navy","Sat, Feb 27, 2016","","REG","","Bucknell","Patriot","L"
"navy","Tue, Mar 1, 2016","","REG","","Lafayette","Patriot","W"
"navy","Thu, Mar 3, 2016","","REG","@","Lehigh","Patriot","L"
"nebraska-omaha","Fri, Nov 13, 2015","","REG","","UC-Santa Barbara","Big West","L"
"nebraska-omaha","Sun, Nov 15, 2015","","REG","","Saint Mary's (MN)","","W"
"nebraska-omaha","Tue, Nov 17, 2015","","REG","","Missouri-Kansas City","WAC","W"
"nebraska-omaha","Sun, Nov 22, 2015","","REG","@","Colorado","Pac-12","L"
"nebraska-omaha","Wed, Nov 25, 2015","","REG","@","Northern Colorado","Big Sky","W"
"nebraska-omaha","Fri, Nov 27, 2015","","REG","@","Minnesota","Big Ten","L"
"nebraska-omaha","Tue, Dec 1, 2015","","REG","","Eastern Michigan","MAC","L"
"nebraska-omaha","Sun, Dec 6, 2015","","REG","@","Montana State","Big Sky","W"
"nebraska-omaha","Wed, Dec 9, 2015","","REG","@","Missouri","SEC","L"
"nebraska-omaha","Sun, Dec 13, 2015","","REG","@","Grand Canyon","WAC","W"
"nebraska-omaha","Wed, Dec 16, 2015","","REG","","Simpson","","W"
"nebraska-omaha","Sat, Dec 19, 2015","","REG","@","Wyoming","MWC","L"
"nebraska-omaha","Mon, Dec 21, 2015","","REG","N","Eastern Illinois","OVC","W"
"nebraska-omaha","Tue, Dec 22, 2015","","REG","N","Southern","SWAC","W"
"nebraska-omaha","Fri, Jan 1, 2016","","REG","","Western Illinois","Summit","W"
"nebraska-omaha","Sun, Jan 3, 2016","","REG","","IUPUI","Summit","W"
"nebraska-omaha","Thu, Jan 7, 2016","","REG","@","North Dakota State","Summit","W"
"nebraska-omaha","Sat, Jan 9, 2016","","REG","@","South Dakota","Summit","W"
"nebraska-omaha","Sat, Jan 16, 2016","","REG","","IPFW","Summit","L"
"nebraska-omaha","Thu, Jan 21, 2016","","REG","@","Denver","Summit","W"
"nebraska-omaha","Sat, Jan 23, 2016","","REG","@","Oral Roberts","Summit","W"
"nebraska-omaha","Thu, Jan 28, 2016","","REG","@","South Dakota State","Summit","L"
"nebraska-omaha","Sat, Jan 30, 2016","","REG","","South Dakota","Summit","W"
"nebraska-omaha","Wed, Feb 3, 2016","","REG","@","Western Illinois","Summit","L"
"nebraska-omaha","Sat, Feb 6, 2016","","REG","","Denver","Summit","L"
"nebraska-omaha","Wed, Feb 10, 2016","","REG","","South Dakota State","Summit","W"
"nebraska-omaha","Sat, Feb 13, 2016","","REG","","North Dakota State","Summit","W"
"nebraska-omaha","Wed, Feb 17, 2016","","REG","@","IUPUI","Summit","L"
"nebraska-omaha","Sat, Feb 20, 2016","","REG","@","IPFW","Summit","L"
"nebraska-omaha","Thu, Feb 25, 2016","","REG","","Oral Roberts","Summit","W"
"nebraska-omaha","Sun, Mar 6, 2016","","REG","N","Denver","Summit","L"
"nebraska","Sat, Nov 14, 2015","","REG","","Mississippi Valley State","SWAC","W"
"nebraska","Tue, Nov 17, 2015","","REG","@","Villanova (11)","Big East","L"
"nebraska","Thu, Nov 19, 2015","","REG","","Delaware State","MEAC","W"
"nebraska","Sun, Nov 22, 2015","","REG","","Southeastern Louisiana","Southland","W"
"nebraska","Tue, Nov 24, 2015","","REG","","Arkansas-Pine Bluff","SWAC","W"
"nebraska","Fri, Nov 27, 2015","","REG","N","Cincinnati (24)","AAC","L"
"nebraska","Sat, Nov 28, 2015","","REG","N","Tennessee","SEC","W"
"nebraska","Tue, Dec 1, 2015","","REG","","Miami (FL) (21)","ACC","L"
"nebraska","Sat, Dec 5, 2015","","REG","","Abilene Christian","Southland","W"
"nebraska","Wed, Dec 9, 2015","","REG","@","Creighton","Big East","L"
"nebraska","Sun, Dec 13, 2015","","REG","","Rhode Island","A-10","W"
"nebraska","Sun, Dec 20, 2015","","REG","","Samford","Southern","L"
"nebraska","Tue, Dec 22, 2015","","REG","","Prairie View","SWAC","W"
"nebraska","Wed, Dec 30, 2015","","REG","","Northwestern","Big Ten","L"
"nebraska","Sat, Jan 2, 2016","","REG","","Indiana","Big Ten","L"
"nebraska","Tue, Jan 5, 2016","","REG","@","Iowa (19)","Big Ten","L"
"nebraska","Sat, Jan 9, 2016","","REG","@","Rutgers","Big Ten","W"
"nebraska","Tue, Jan 12, 2016","","REG","","Minnesota","Big Ten","W"
"nebraska","Sat, Jan 16, 2016","","REG","@","Illinois","Big Ten","W"
"nebraska","Wed, Jan 20, 2016","","REG","@","Michigan State (11)","Big Ten","W"
"nebraska","Sat, Jan 23, 2016","","REG","","Michigan","Big Ten","L"
"nebraska","Sat, Jan 30, 2016","","REG","@","Purdue (21)","Big Ten","L"
"nebraska","Wed, Feb 3, 2016","","REG","","Maryland (4)","Big Ten","L"
"nebraska","Sat, Feb 6, 2016","","REG","","Rutgers","Big Ten","W"
"nebraska","Wed, Feb 10, 2016","","REG","@","Wisconsin","Big Ten","L"
"nebraska","Sat, Feb 13, 2016","","REG","","Penn State","Big Ten","W"
"nebraska","Wed, Feb 17, 2016","","REG","@","Indiana (22)","Big Ten","L"
"nebraska","Sat, Feb 20, 2016","","REG","","Ohio State","Big Ten","L"
"nebraska","Thu, Feb 25, 2016","","REG","@","Penn State","Big Ten","L"
"nebraska","Tue, Mar 1, 2016","","REG","","Purdue (15)","Big Ten","L"
"nebraska","Sun, Mar 6, 2016","","REG","@","Northwestern","Big Ten","L"
"nebraska","Date","Network","Type","","Opponent","Conf",""
"nebraska","Wed, Mar 9, 2016","","CTOURN","N","Rutgers","Big Ten","W"
"nebraska","Thu, Mar 10, 2016","","CTOURN","N","Wisconsin","Big Ten","W"
"nebraska","Fri, Mar 11, 2016","","CTOURN","N","Maryland (18)","Big Ten","L"
"nevada-las-vegas","Fri, Nov 13, 2015","","REG","","Cal Poly","Big West","W"
"nevada-las-vegas","Mon, Nov 16, 2015","","REG","","New Mexico Highlands","","W"
"nevada-las-vegas","Wed, Nov 18, 2015","","REG","","Southern Utah","Big Sky","W"
"nevada-las-vegas","Mon, Nov 23, 2015","","REG","N","UCLA","Pac-12","L"
"nevada-las-vegas","Tue, Nov 24, 2015","","REG","N","Chaminade","","W"
"nevada-las-vegas","Wed, Nov 25, 2015","","REG","N","Indiana (13)","Big Ten","W"
"nevada-las-vegas","Sat, Nov 28, 2015","","REG","","Prairie View","SWAC","W"
"nevada-las-vegas","Fri, Dec 4, 2015","","REG","N","Oregon (15)","Pac-12","W"
"nevada-las-vegas","Wed, Dec 9, 2015","","REG","@","Wichita State","MVC","L"
"nevada-las-vegas","Sat, Dec 12, 2015","","REG","@","UC-Riverside","Big West","W"
"nevada-las-vegas","Wed, Dec 16, 2015","","REG","","Arizona State","Pac-12","L"
"nevada-las-vegas","Sat, Dec 19, 2015","","REG","@","Arizona (13)","Pac-12","L"
"nevada-las-vegas","Tue, Dec 22, 2015","","REG","","South Dakota","Summit","W"
"nevada-las-vegas","Wed, Dec 30, 2015","","REG","","Fresno State","MWC","L"
"nevada-las-vegas","Wed, Jan 6, 2016","","REG","@","Colorado State","MWC","L"
"nevada-las-vegas","Sat, Jan 9, 2016","","REG","@","Wyoming","MWC","L"
"nevada-las-vegas","Tue, Jan 12, 2016","","REG","","New Mexico","MWC","W"
"nevada-las-vegas","Sat, Jan 16, 2016","","REG","","Air Force","MWC","W"
"nevada-las-vegas","Tue, Jan 19, 2016","","REG","@","Utah State","MWC","W"
"nevada-las-vegas","Sat, Jan 23, 2016","","REG","@","Nevada","MWC","L"
"nevada-las-vegas","Wed, Jan 27, 2016","","REG","","Boise State","MWC","W"
"nevada-las-vegas","Sat, Jan 30, 2016","","REG","","San Diego State","MWC","L"
"nevada-las-vegas","Tue, Feb 2, 2016","","REG","@","New Mexico","MWC","L"
"nevada-las-vegas","Sat, Feb 6, 2016","","REG","@","Fresno State","MWC","L"
"nevada-las-vegas","Wed, Feb 10, 2016","","REG","","San Jose State","MWC","W"
"nevada-las-vegas","Sat, Feb 13, 2016","","REG","","Colorado State","MWC","W"
"nevada-las-vegas","Tue, Feb 16, 2016","","REG","@","Air Force","MWC","L"
"nevada-las-vegas","Sat, Feb 20, 2016","","REG","","Nevada","MWC","W"
"nevada-las-vegas","Tue, Feb 23, 2016","","REG","@","Boise State","MWC","L"
"nevada-las-vegas","Sat, Feb 27, 2016","","REG","","Wyoming","MWC","W"
"nevada-las-vegas","Sat, Mar 5, 2016","","REG","@","San Diego State","MWC","L"
"nevada-las-vegas","Date","Network","Type","","Opponent","Conf",""
"nevada-las-vegas","Wed, Mar 9, 2016","","CTOURN","","Air Force","MWC","W"
"nevada-las-vegas","Thu, Mar 10, 2016","","CTOURN","N","Fresno State","MWC","L"
"nevada","Fri, Nov 13, 2015","","REG","N","Coastal Carolina","Big South","W"
"nevada","Sun, Nov 15, 2015","","REG","N","Montana State","Big Sky","W"
"nevada","Mon, Nov 16, 2015","","REG","@","Hawaii","Big West","L"
"nevada","Sat, Nov 21, 2015","","REG","@","Pacific","WCC","W"
"nevada","Wed, Nov 25, 2015","","REG","","Portland State","Big Sky","W"
"nevada","Sat, Nov 28, 2015","","REG","@","Cal State Fullerton","Big West","L"
"nevada","Mon, Nov 30, 2015","","REG","","Holy Names","","W"
"nevada","Sat, Dec 5, 2015","","REG","@","Oregon State","Pac-12","L"
"nevada","Wed, Dec 9, 2015","","REG","","Fresno Pacific","","W"
"nevada","Sat, Dec 12, 2015","","REG","","Drake","MVC","W"
"nevada","Fri, Dec 18, 2015","","REG","","Santa Clara","WCC","W"
"nevada","Tue, Dec 22, 2015","","REG","@","Wichita State","MVC","L"
"nevada","Wed, Dec 30, 2015","","REG","@","New Mexico","MWC","L"
"nevada","Sat, Jan 2, 2016","","REG","","Wyoming","MWC","W"
"nevada","Wed, Jan 6, 2016","","REG","@","Fresno State","MWC","L"
"nevada","Sat, Jan 9, 2016","","REG","@","Air Force","MWC","W"
"nevada","Wed, Jan 13, 2016","","REG","","Boise State","MWC","L"
"nevada","Wed, Jan 20, 2016","","REG","@","Wyoming","MWC","W"
"nevada","Sat, Jan 23, 2016","","REG","","Nevada-Las Vegas","MWC","W"
"nevada","Tue, Jan 26, 2016","","REG","","San Diego State","MWC","L"
"nevada","Sat, Jan 30, 2016","","REG","@","Utah State","MWC","W"
"nevada","Sat, Feb 6, 2016","","REG","@","Colorado State","MWC","L"
"nevada","Wed, Feb 10, 2016","","REG","","Air Force","MWC","W"
"nevada","Sat, Feb 13, 2016","","REG","","Fresno State","MWC","W"
"nevada","Wed, Feb 17, 2016","","REG","@","San Jose State","MWC","W"
"nevada","Sat, Feb 20, 2016","","REG","@","Nevada-Las Vegas","MWC","L"
"nevada","Wed, Feb 24, 2016","","REG","","Utah State","MWC","W"
"nevada","Sun, Feb 28, 2016","","REG","","Colorado State","MWC","W"
"nevada","Wed, Mar 2, 2016","","REG","@","Boise State","MWC","L"
"nevada","Sat, Mar 5, 2016","","REG","","New Mexico","MWC","L"
"nevada","Date","Network","Type","","Opponent","Conf",""
"nevada","Thu, Mar 10, 2016","","CTOURN","N","New Mexico","MWC","W"
"nevada","Fri, Mar 11, 2016","","CTOURN","N","San Diego State","MWC","L"
"new-hampshire","Fri, Nov 13, 2015","","REG","","Lyndon State","","W"
"new-hampshire","Tue, Nov 17, 2015","","REG","@","Connecticut (19)","AAC","L"
"new-hampshire","Thu, Nov 19, 2015","","REG","@","Holy Cross","Patriot","W"
"new-hampshire","Tue, Nov 24, 2015","","REG","@","Brown","Ivy","W"
"new-hampshire","Sat, Nov 28, 2015","","REG","","American","Patriot","L"
"new-hampshire","Mon, Nov 30, 2015","","REG","","Bryant","NEC","W"
"new-hampshire","Thu, Dec 3, 2015","","REG","@","Abilene Christian","Southland","W"
"new-hampshire","Sat, Dec 5, 2015","","REG","@","Southern Methodist (22)","AAC","L"
"new-hampshire","Tue, Dec 8, 2015","","REG","","Worcester State","","W"
"new-hampshire","Sun, Dec 13, 2015","","REG","@","Colgate","Patriot","L"
"new-hampshire","Sat, Dec 19, 2015","","REG","","Dartmouth","Ivy","W"
"new-hampshire","Mon, Dec 21, 2015","","REG","@","Boston University","Patriot","L"
"new-hampshire","Wed, Dec 30, 2015","","REG","@","Boston College","ACC","L"
"new-hampshire","Sat, Jan 9, 2016","","REG","","Binghamton","AEC","W"
"new-hampshire","Tue, Jan 12, 2016","","REG","@","Albany (NY)","AEC","L"
"new-hampshire","Sat, Jan 16, 2016","","REG","","Stony Brook","AEC","L"
"new-hampshire","Mon, Jan 18, 2016","","REG","@","Maine","AEC","W"
"new-hampshire","Thu, Jan 21, 2016","","REG","@","Massachusetts-Lowell","AEC","W"
"new-hampshire","Sun, Jan 24, 2016","","REG","","Hartford","AEC","W"
"new-hampshire","Wed, Jan 27, 2016","","REG","","Vermont","AEC","L"
"new-hampshire","Sat, Jan 30, 2016","","REG","@","Maryland-Baltimore County","AEC","W"
"new-hampshire","Sat, Feb 6, 2016","","REG","@","Binghamton","AEC","W"
"new-hampshire","Mon, Feb 8, 2016","","REG","","Maine","AEC","W"
"new-hampshire","Thu, Feb 11, 2016","","REG","","Albany (NY)","AEC","W"
"new-hampshire","Sun, Feb 14, 2016","","REG","@","Stony Brook","AEC","L"
"new-hampshire","Wed, Feb 17, 2016","","REG","","Massachusetts-Lowell","AEC","W"
"new-hampshire","Sat, Feb 20, 2016","","REG","@","Hartford","AEC","W"
"new-hampshire","Wed, Feb 24, 2016","","REG","@","Vermont","AEC","L"
"new-hampshire","Sat, Feb 27, 2016","","REG","","Maryland-Baltimore County","AEC","W"
"new-hampshire","Wed, Mar 2, 2016","","REG","","Binghamton","AEC","W"
"new-hampshire","Mon, Mar 7, 2016","","REG","@","Vermont","AEC","L"
"new-mexico-state","Fri, Nov 13, 2015","","REG","","Houston Baptist","Southland","W"
"new-mexico-state","Sun, Nov 15, 2015","","REG","","New Mexico","MWC","L"
"new-mexico-state","Wed, Nov 18, 2015","","REG","","Tennessee Tech","OVC","W"
"new-mexico-state","Sat, Nov 21, 2015","","REG","","Mississippi Valley State","SWAC","W"
"new-mexico-state","Tue, Nov 24, 2015","","REG","","Robert Morris","NEC","W"
"new-mexico-state","Sat, Nov 28, 2015","","REG","@","Air Force","MWC","L"
"new-mexico-state","Wed, Dec 2, 2015","","REG","","Texas-El Paso","CUSA","W"
"new-mexico-state","Sat, Dec 5, 2015","","REG","@","Long Beach State","Big West","L"
"new-mexico-state","Sun, Dec 13, 2015","","REG","","Wyoming","MWC","L"
"new-mexico-state","Wed, Dec 16, 2015","","REG","@","New Mexico","MWC","L"
"new-mexico-state","Sat, Dec 19, 2015","","REG","@","Texas-El Paso","CUSA","W"
"new-mexico-state","Mon, Dec 21, 2015","","REG","","Oral Roberts","Summit","W"
"new-mexico-state","Wed, Dec 23, 2015","","REG","@","Baylor (23)","Big 12","L"
"new-mexico-state","Wed, Dec 30, 2015","","REG","","Arizona Christian","","W"
"new-mexico-state","Sat, Jan 2, 2016","","REG","@","UC-Irvine","Big West","L"
"new-mexico-state","Thu, Jan 7, 2016","","REG","@","Utah Valley","WAC","W"
"new-mexico-state","Sat, Jan 9, 2016","","REG","@","Grand Canyon","WAC","L"
"new-mexico-state","Thu, Jan 14, 2016","","REG","","Missouri-Kansas City","WAC","W"
"new-mexico-state","Sat, Jan 16, 2016","","REG","","Chicago State","WAC","W"
"new-mexico-state","Thu, Jan 21, 2016","","REG","@","Seattle","WAC","W"
"new-mexico-state","Sat, Jan 23, 2016","","REG","@","Cal State Bakersfield","WAC","W"
"new-mexico-state","Sat, Jan 30, 2016","","REG","","Texas-Rio Grande Valley","WAC","W"
"new-mexico-state","Thu, Feb 4, 2016","","REG","","Grand Canyon","WAC","W"
"new-mexico-state","Sat, Feb 6, 2016","","REG","","Utah Valley","WAC","W"
"new-mexico-state","Mon, Feb 8, 2016","","REG","","Northern New Mexico","","W"
"new-mexico-state","Sat, Feb 13, 2016","","REG","@","Chicago State","WAC","W"
"new-mexico-state","Mon, Feb 15, 2016","","REG","@","Wichita State","MVC","L"
"new-mexico-state","Thu, Feb 18, 2016","","REG","","Cal State Bakersfield","WAC","W"
"new-mexico-state","Sat, Feb 20, 2016","","REG","","Seattle","WAC","W"
"new-mexico-state","Sat, Feb 27, 2016","","REG","@","Missouri-Kansas City","WAC","W"
"new-mexico-state","Sat, Mar 5, 2016","","REG","@","Texas-Rio Grande Valley","WAC","W"
"new-mexico-state","Date","Network","Type","","Opponent","Conf",""
"new-mexico-state","Fri, Mar 11, 2016","","CTOURN","N","Missouri-Kansas City","WAC","W"
"new-mexico-state","Sat, Mar 12, 2016","","CTOURN","N","Cal State Bakersfield","WAC","L"
"new-mexico","Fri, Nov 13, 2015","","REG","","Texas Southern","SWAC","W"
"new-mexico","Sun, Nov 15, 2015","","REG","@","New Mexico State","WAC","W"
"new-mexico","Wed, Nov 18, 2015","","REG","","Loyola (IL)","MVC","W"
"new-mexico","Sat, Nov 21, 2015","","REG","@","Southern California","Pac-12","L"
"new-mexico","Wed, Nov 25, 2015","","REG","","Nicholls State","Southland","W"
"new-mexico","Tue, Dec 1, 2015","","REG","","Oral Roberts","Summit","W"
"new-mexico","Sat, Dec 5, 2015","","REG","@","Purdue (11)","Big Ten","L"
"new-mexico","Sat, Dec 12, 2015","","REG","","Northern Iowa","MVC","W"
"new-mexico","Wed, Dec 16, 2015","","REG","","New Mexico State","WAC","W"
"new-mexico","Sat, Dec 19, 2015","","REG","","Rice","CUSA","L"
"new-mexico","Tue, Dec 22, 2015","","REG","N","Auburn","SEC","L"
"new-mexico","Wed, Dec 23, 2015","","REG","N","Brigham Young","WCC","L"
"new-mexico","Fri, Dec 25, 2015","","REG","N","Washington State","Pac-12","L"
"new-mexico","Wed, Dec 30, 2015","","REG","","Nevada","MWC","W"
"new-mexico","Sat, Jan 2, 2016","","REG","@","Fresno State","MWC","W"
"new-mexico","Sat, Jan 9, 2016","","REG","","Utah State","MWC","W"
"new-mexico","Tue, Jan 12, 2016","","REG","@","Nevada-Las Vegas","MWC","L"
"new-mexico","Sat, Jan 16, 2016","","REG","","Wyoming","MWC","L"
"new-mexico","Sat, Jan 23, 2016","","REG","@","San Jose State","MWC","W"
"new-mexico","Wed, Jan 27, 2016","","REG","","Air Force","MWC","W"
"new-mexico","Sat, Jan 30, 2016","","REG","@","Boise State","MWC","W"
"new-mexico","Tue, Feb 2, 2016","","REG","","Nevada-Las Vegas","MWC","W"
"new-mexico","Sat, Feb 6, 2016","","REG","@","San Diego State","MWC","L"
"new-mexico","Tue, Feb 9, 2016","","REG","@","Utah State","MWC","L"
"new-mexico","Sat, Feb 13, 2016","","REG","","San Jose State","MWC","W"
"new-mexico","Wed, Feb 17, 2016","","REG","","Boise State","MWC","W"
"new-mexico","Sat, Feb 20, 2016","","REG","@","Air Force","MWC","L"
"new-mexico","Tue, Feb 23, 2016","","REG","@","Colorado State","MWC","L"
"new-mexico","Sat, Feb 27, 2016","","REG","","Fresno State","MWC","L"
"new-mexico","Tue, Mar 1, 2016","","REG","","San Diego State","MWC","L"
"new-mexico","Sat, Mar 5, 2016","","REG","@","Nevada","MWC","W"
"new-mexico","Date","Network","Type","","Opponent","Conf",""
"new-mexico","Thu, Mar 10, 2016","","CTOURN","N","Nevada","MWC","L"
"new-orleans","Sat, Nov 14, 2015","","REG","@","Bowling Green State","MAC","L"
"new-orleans","Mon, Nov 16, 2015","","REG","@","Duquesne","A-10","L"
"new-orleans","Thu, Nov 19, 2015","","REG","","Pensacola Christian","","W"
"new-orleans","Wed, Nov 25, 2015","","REG","@","Bradley","MVC","W"
"new-orleans","Sat, Nov 28, 2015","","REG","@","Northwestern","Big Ten","L"
"new-orleans","Wed, Dec 2, 2015","","REG","@","Tulane","AAC","L"
"new-orleans","Sat, Dec 5, 2015","","REG","@","Ball State","MAC","L"
"new-orleans","Sat, Dec 12, 2015","","REG","","Williams Baptist","","W"
"new-orleans","Wed, Dec 16, 2015","","REG","@","Massachusetts","A-10","L"
"new-orleans","Mon, Dec 21, 2015","","REG","@","Louisiana-Lafayette","Sun Belt","L"
"new-orleans","Tue, Dec 29, 2015","","REG","","Blue Mountain College","","W"
"new-orleans","Mon, Jan 4, 2016","","REG","@","Lamar","Southland","W"
"new-orleans","Sat, Jan 9, 2016","","REG","@","Sam Houston State","Southland","L"
"new-orleans","Mon, Jan 11, 2016","","REG","","Incarnate Word","Southland","L"
"new-orleans","Sat, Jan 16, 2016","","REG","","Houston Baptist","Southland","L"
"new-orleans","Mon, Jan 18, 2016","","REG","","Stephen F. Austin","Southland","L"
"new-orleans","Sat, Jan 23, 2016","","REG","@","Texas A&M-Corpus Christi","Southland","L"
